population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-0.25,0.3,50,1,0.9009151575301254,0.04317177000250142
EUR,-0.25,0.3,50,2,0.9383978710839258,0.020062242610103535
EUR,-0.25,0.3,50,3,0.9076698346332963,0.00030918925295619405
EUR,-0.25,0.3,50,4,0.8643305646002151,0.013369709115208949
EUR,-0.25,0.3,50,5,0.8353781741872247,0.0006453809808652012
EUR,-0.25,0.3,50,6,0.9460596070738647,0.003578346551161607
EUR,-0.25,0.3,50,7,0.8785549570016556,0.06915192970846934
EUR,-0.25,0.3,50,8,0.877078030372508,5.951219756947281e-06
EUR,-0.25,0.3,50,9,0.8958899648074262,0.047622611601089014
EUR,-0.25,0.3,50,10,0.9272083959341312,0.009348806793967858
EUR,-0.25,0.3,50,11,0.9078658849701702,0.003139517680745327
EUR,-0.25,0.3,50,12,0.938411750032847,0.1391466502614015
EUR,-0.25,0.3,50,13,0.9025105944724093,0.10797877218785194
EUR,-0.25,0.3,50,14,0.873952290142258,0.11867086330219619
EUR,-0.25,0.3,50,15,0.8793646790098268,0.11805137950555898
EUR,-0.25,0.3,50,16,0.9547691995876626,0.07251184717973691
EUR,-0.25,0.3,50,17,0.8676389535268306,0.06958672569590947
EUR,-0.25,0.3,50,18,0.8514907073883914,0.013124437544161564
EUR,-0.25,0.3,50,19,0.9356055839061131,0.020756853358582433
EUR,-0.25,0.3,50,20,0.9674591703507464,0.006062871404534463
