population/superpopulation,power,her,num_causals,pheno_num,train,test
AMR,-1,0.3,250,1,0.9263315261041819,0.02058892624040019
AMR,-1,0.3,250,2,0.8281131097148451,0.018205093574480715
AMR,-1,0.3,250,3,0.865672996712384,0.03640152421078408
AMR,-1,0.3,250,4,0.9413600534550325,0.008104336678591985
AMR,-1,0.3,250,5,0.8835864857480107,0.00016183088614603647
AMR,-1,0.3,250,6,0.9449801411866916,0.011886579154092294
AMR,-1,0.3,250,7,0.9501646861784906,0.04417449880030293
AMR,-1,0.3,250,8,0.9527066445827518,0.0026325549585335143
AMR,-1,0.3,250,9,0.9581171772584322,4.4234742775475805e-07
AMR,-1,0.3,250,10,0.8678601058248008,0.015891656646489897
AMR,-1,0.3,250,11,0.9066278327601786,0.005416188098288674
AMR,-1,0.3,250,12,0.9089590962741863,0.08483021554697161
AMR,-1,0.3,250,13,0.9467443624230134,0.006730898208741931
AMR,-1,0.3,250,14,0.9530606548149294,0.002380589672015018
AMR,-1,0.3,250,15,0.9292797637485782,0.008503062262703578
AMR,-1,0.3,250,16,0.8472212470944537,0.013819743077005824
AMR,-1,0.3,250,17,0.8898321562713984,0.042243950109691265
AMR,-1,0.3,250,18,0.967063700358928,0.021760957336226204
AMR,-1,0.3,250,19,0.9410621969525125,0.018638380303690482
AMR,-1,0.3,250,20,0.9586643354458766,0.035240871630343895
