population/superpopulation,power,her,num_causals,pheno_num,train,test
EAS,-0.25,0.7,50,1,0.8501540242694554,0.44618324326677294
EAS,-0.25,0.7,50,2,0.9220401263637032,0.297119834835395
EAS,-0.25,0.7,50,3,0.88224221898472,0.6802750300880182
EAS,-0.25,0.7,50,4,0.8244689369569346,0.32995109163477054
EAS,-0.25,0.7,50,5,0.909362482746528,0.292330839016939
EAS,-0.25,0.7,50,6,0.8356564207474272,0.3847086608914031
EAS,-0.25,0.7,50,7,0.9283403139971824,0.4154296074704251
EAS,-0.25,0.7,50,8,0.8739664945268675,0.5799071573080206
EAS,-0.25,0.7,50,9,0.920362889304245,0.7520917907591466
EAS,-0.25,0.7,50,10,0.9181706140276492,0.46315790754547653
EAS,-0.25,0.7,50,11,0.9038613200285972,0.5322142059461938
EAS,-0.25,0.7,50,12,0.8601045692851279,0.10451166719324013
EAS,-0.25,0.7,50,13,0.9357128906183592,0.476256227632191
EAS,-0.25,0.7,50,14,0.888027477426162,0.6420379366843917
EAS,-0.25,0.7,50,15,0.9184596246664104,0.4432019050885534
EAS,-0.25,0.7,50,16,0.927189520129861,0.4209418816289593
EAS,-0.25,0.7,50,17,0.8990570134007483,0.6267343310869514
EAS,-0.25,0.7,50,18,0.8332010163816183,0.2443546253392038
EAS,-0.25,0.7,50,19,0.8751824368246018,0.4166491861940724
EAS,-0.25,0.7,50,20,0.9326395899121622,0.693928170917131
