population/superpopulation,power,her,num_causals,pheno_num,train,test
EAS,-0.25,0.3,250,1,0.9345996741066082,0.007500846484938447
EAS,-0.25,0.3,250,2,0.9086561644016912,0.10013763325796093
EAS,-0.25,0.3,250,3,0.9593337419397643,0.05450137408584079
EAS,-0.25,0.3,250,4,0.8308498438724768,0.037144699611788644
EAS,-0.25,0.3,250,5,0.8169402992265871,0.00111653617150294
EAS,-0.25,0.3,250,6,0.9487629806734658,0.06799529643367998
EAS,-0.25,0.3,250,7,0.9208225034362505,0.10504938896653743
EAS,-0.25,0.3,250,8,0.9371494299022872,0.0037666105638884417
EAS,-0.25,0.3,250,9,0.9543369908026883,0.02973000281051976
EAS,-0.25,0.3,250,10,0.9015173244779996,0.003277615822927294
EAS,-0.25,0.3,250,11,0.905580133273461,0.019121928233344767
EAS,-0.25,0.3,250,12,0.8497166614170756,0.024152160731800626
EAS,-0.25,0.3,250,13,0.8925762506450107,0.0650225877496762
EAS,-0.25,0.3,250,14,0.8848783425167019,0.0954459619215798
EAS,-0.25,0.3,250,15,0.7322497089039022,0.03771838603144964
EAS,-0.25,0.3,250,16,0.9186818548561464,0.009653264316387309
EAS,-0.25,0.3,250,17,0.9230950761425776,0.04382574424361389
EAS,-0.25,0.3,250,18,0.9612055096184432,0.000453203128458815
EAS,-0.25,0.3,250,19,0.7971942025496668,0.04193462366274068
EAS,-0.25,0.3,250,20,0.8895131058672665,0.0038648163594762887
