population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-0.25,0.5,10,1,0.9352873936740307,0.34841246164312795
EUR,-0.25,0.5,10,2,0.9160167326433527,0.6070041341823701
EUR,-0.25,0.5,10,3,0.8315646304868393,0.07099128688112655
EUR,-0.25,0.5,10,4,0.9511446490574512,0.13028831556548462
EUR,-0.25,0.5,10,5,0.8651215880218829,0.26746736021707296
EUR,-0.25,0.5,10,6,0.9285888316672551,0.1667543995323923
EUR,-0.25,0.5,10,7,0.8601127425333217,0.46531572349059114
EUR,-0.25,0.5,10,8,0.9486811222831326,0.016510536943354217
EUR,-0.25,0.5,10,9,0.8495200688531378,0.4035303513888398
EUR,-0.25,0.5,10,10,0.8845018605522207,0.3985348060144206
EUR,-0.25,0.5,10,11,0.9306019513296804,1.656677708534813e-05
EUR,-0.25,0.5,10,12,0.8741818641216905,0.3997130813811071
EUR,-0.25,0.5,10,13,0.955075657908835,0.5503795229713164
EUR,-0.25,0.5,10,14,0.8704536941707622,0.40564230252283595
EUR,-0.25,0.5,10,15,0.9320218843429853,8.922660915806797e-05
EUR,-0.25,0.5,10,16,0.9478407515871864,0.0956858104923366
EUR,-0.25,0.5,10,17,0.9464644863497252,0.04766468919417182
EUR,-0.25,0.5,10,18,0.8869102571623039,0.2588231290892027
EUR,-0.25,0.5,10,19,0.8611914832864555,0.21768657020433005
EUR,-0.25,0.5,10,20,0.9398952446870219,0.1859841407541441
