population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-1,0.3,250,1,0.9040896492327606,0.0004521999597116579
AFR,-1,0.3,250,2,0.962693123527403,0.048913996539551516
AFR,-1,0.3,250,3,0.9147691756312327,0.07962978633673481
AFR,-1,0.3,250,4,0.9534686728762747,0.027230113527860464
AFR,-1,0.3,250,5,0.910097625489795,0.016239999710352417
AFR,-1,0.3,250,6,0.9102702998835711,0.13336575938461473
AFR,-1,0.3,250,7,0.9255533852343271,0.2332844061956926
AFR,-1,0.3,250,8,0.9521498792317918,0.06868018786466347
AFR,-1,0.3,250,9,0.958771544151774,0.14629658830604808
AFR,-1,0.3,250,10,0.9436853191369768,0.00390758966161333
AFR,-1,0.3,250,11,0.9291375056466273,0.09561037628710051
AFR,-1,0.3,250,12,0.9462233927749822,0.06017149902578902
AFR,-1,0.3,250,13,0.9474681472986075,0.08234127446011756
AFR,-1,0.3,250,14,0.8522398589101797,0.07168205773862264
AFR,-1,0.3,250,15,0.9509874984127579,0.048504047113632084
AFR,-1,0.3,250,16,0.9611427679827707,0.023715490532612807
AFR,-1,0.3,250,17,0.9417526986541017,0.1440087571912893
AFR,-1,0.3,250,18,0.9289319338359199,0.0997193302641129
AFR,-1,0.3,250,19,0.9223347845322504,0.17544612007312024
AFR,-1,0.3,250,20,0.8840930752154045,0.03360664658819327
