population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-0.25,0.1,512,1,0.9437197970880372,0.0009156540646942266
EUR,-0.25,0.1,512,2,0.9002550611594367,0.00309287318737192
EUR,-0.25,0.1,512,3,0.9485188980729967,0.045591639597054395
EUR,-0.25,0.1,512,4,0.8897705125547566,7.233914205429244e-05
EUR,-0.25,0.1,512,5,0.9542012285462724,0.012368592643370558
EUR,-0.25,0.1,512,6,0.9109117268239576,0.032912245737638686
EUR,-0.25,0.1,512,7,0.897258935974815,0.019922715396013178
EUR,-0.25,0.1,512,8,0.8883423173763273,0.04372930334571036
EUR,-0.25,0.1,512,9,0.9178725887159466,0.0263911843753104
EUR,-0.25,0.1,512,10,0.9073087368256177,0.0047120270441685175
EUR,-0.25,0.1,512,11,0.8126539333270619,0.013314005524569744
EUR,-0.25,0.1,512,12,0.8904523508952873,0.0017253444341866978
EUR,-0.25,0.1,512,13,0.8665322608921938,0.0019636929911905315
EUR,-0.25,0.1,512,14,0.9015383512156288,0.00679626204152747
EUR,-0.25,0.1,512,15,0.889292825619959,0.0007112467402789934
EUR,-0.25,0.1,512,16,0.9174221776002645,0.001387282910866941
EUR,-0.25,0.1,512,17,0.9084226135556405,0.03380947493643164
EUR,-0.25,0.1,512,18,0.9401434379290274,0.00034177071528567734
EUR,-0.25,0.1,512,19,0.9425061475081493,0.0004946372118237589
EUR,-0.25,0.1,512,20,0.8897966984912022,0.003507387922718801
