population/superpopulation,power,her,num_causals,pheno_num,train,test
AMR,-1,0.5,512,1,0.907779742104658,0.01771492309821499
AMR,-1,0.5,512,2,0.9653258789676957,0.02432484149091255
AMR,-1,0.5,512,3,0.9604574444948348,0.010703665044469526
AMR,-1,0.5,512,4,0.9366955035391521,0.11097720152187256
AMR,-1,0.5,512,5,0.9550503320668924,6.879797011515345e-06
AMR,-1,0.5,512,6,0.9065875060012416,0.00047878366432161295
AMR,-1,0.5,512,7,0.9280302800689467,0.01450053393976251
AMR,-1,0.5,512,8,0.9311046835647246,0.0174616619577544
AMR,-1,0.5,512,9,0.9400534027570783,0.012048891492297027
AMR,-1,0.5,512,10,0.9749672994955265,0.005293836041388682
AMR,-1,0.5,512,11,0.9426233356072857,0.020975318694173108
AMR,-1,0.5,512,12,0.9729024653325191,0.0007978734324176958
AMR,-1,0.5,512,13,0.9355019515286634,0.010706203317238986
AMR,-1,0.5,512,14,0.9426301916676401,0.019082149106116143
AMR,-1,0.5,512,15,0.9522141413796982,0.004312885095747568
AMR,-1,0.5,512,16,0.9460099477408793,0.020546893074108546
AMR,-1,0.5,512,17,0.9385231225830278,0.0024249245650778298
AMR,-1,0.5,512,18,0.9110922360940262,0.003961491337072169
AMR,-1,0.5,512,19,0.8822586472500982,0.09396211051081439
AMR,-1,0.5,512,20,0.9396901174269382,0.060085989563699684
