population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-1,0.3,10,1,0.9277061657688084,0.338478288534145
EUR,-1,0.3,10,2,0.8704166233399776,0.5826971207480349
EUR,-1,0.3,10,3,0.8954384298451187,0.00011175666712823265
EUR,-1,0.3,10,4,0.9440872979183095,0.004902545389528002
EUR,-1,0.3,10,5,0.956584467941547,0.06677767286828117
EUR,-1,0.3,10,6,0.9480820759921138,0.12002275331088597
EUR,-1,0.3,10,7,0.8808089431767846,0.14390229410965336
EUR,-1,0.3,10,8,0.7986984214454119,0.015555065828949709
EUR,-1,0.3,10,9,0.9369336223931588,0.24723857244085617
EUR,-1,0.3,10,10,0.9221412455806284,0.09243595414122831
EUR,-1,0.3,10,11,0.8443539383062999,1.823395453620256e-06
EUR,-1,0.3,10,12,0.9115575502003522,0.05681393657325383
EUR,-1,0.3,10,13,0.9447061575922223,0.39294566998188235
EUR,-1,0.3,10,14,0.9170689686035671,0.2301275835006902
EUR,-1,0.3,10,15,0.9377927734488203,0.0002477755519261596
EUR,-1,0.3,10,16,0.8957447871068125,0.0022746609363720315
EUR,-1,0.3,10,17,0.9022751553671431,0.031069243959311186
EUR,-1,0.3,10,18,0.9155093086260712,0.05680660751493158
EUR,-1,0.3,10,19,0.8874436162611306,0.08235052560893508
EUR,-1,0.3,10,20,0.9082416296775042,0.1440731886309226
