population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-1,0.9,100,1,0.9506931716954573,0.7416126013286766
AFR,-1,0.9,100,2,0.9614563664511673,0.8094421229745045
AFR,-1,0.9,100,3,0.9650911839385129,0.7570685984873444
AFR,-1,0.9,100,4,0.9677573947481244,0.514700609742307
AFR,-1,0.9,100,5,0.9669189611754871,0.8590139142026402
AFR,-1,0.9,100,6,0.9630896414260439,0.8529089287939585
AFR,-1,0.9,100,7,0.9679283291169837,0.8206343284531611
AFR,-1,0.9,100,8,0.9710871917901263,0.7110458855126486
AFR,-1,0.9,100,9,0.9708228950755474,0.8615552313378366
AFR,-1,0.9,100,10,0.9844684250720762,0.7971464451596448
AFR,-1,0.9,100,11,0.9520788164170098,0.8750973573413816
AFR,-1,0.9,100,12,0.957076718781578,0.7769707525529463
AFR,-1,0.9,100,13,0.9662532425027964,0.6657894741592588
AFR,-1,0.9,100,14,0.949562654894746,0.8046555104786499
AFR,-1,0.9,100,15,0.9652608834710377,0.7871979990706832
AFR,-1,0.9,100,16,0.9745545458289491,0.7473967784121754
AFR,-1,0.9,100,17,0.9759544824001035,0.8378699117269973
AFR,-1,0.9,100,18,0.9801564864815652,0.8258632670486489
AFR,-1,0.9,100,19,0.9711212578217012,0.8080313925795384
AFR,-1,0.9,100,20,0.9636960868240002,0.7749586331442871
