population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-1,0.5,10,1,0.944881734250103,0.4380137226279951
EUR,-1,0.5,10,2,0.9186635715471395,0.6259801922502095
EUR,-1,0.5,10,3,0.9676376384584615,0.17909069626211238
EUR,-1,0.5,10,4,0.9096946231750156,0.012048819383939502
EUR,-1,0.5,10,5,0.9200941181386342,0.14688218278435128
EUR,-1,0.5,10,6,0.8965358182448188,0.22156167035486207
EUR,-1,0.5,10,7,0.889633508950683,0.5013651732870368
EUR,-1,0.5,10,8,0.9521999350160896,0.0009414691768910627
EUR,-1,0.5,10,9,0.8972126781982557,0.455633001744799
EUR,-1,0.5,10,10,0.9140672093141684,0.4288031281110417
EUR,-1,0.5,10,11,0.925479151798551,0.0003093621651901196
EUR,-1,0.5,10,12,0.841649471821968,0.2776961952982384
EUR,-1,0.5,10,13,0.7938735263104375,0.6405257904260206
EUR,-1,0.5,10,14,0.8639675748523611,0.2841589111255267
EUR,-1,0.5,10,15,0.8917197168646962,0.021663726703735623
EUR,-1,0.5,10,16,0.9198666717420297,0.014247119127878086
EUR,-1,0.5,10,17,0.8666697730306049,0.08609607497548726
EUR,-1,0.5,10,18,0.8449760253673073,0.36516323062154077
EUR,-1,0.5,10,19,0.9270751666671933,0.05308662589858251
EUR,-1,0.5,10,20,0.9440017076648368,0.2157004007087289
