population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-1,0.5,1,1,0.9309123178765749,0.002139164764842103
AFR,-1,0.5,1,2,0.8253848594675476,0.5353521742416624
AFR,-1,0.5,1,3,0.8919093900245708,0.6880048238471808
AFR,-1,0.5,1,4,0.8757360459946829,0.6660213608745854
AFR,-1,0.5,1,5,0.91868006205899,0.0005492990470852303
AFR,-1,0.5,1,6,0.8575661141743725,0.3147686710893998
AFR,-1,0.5,1,7,0.8426678432192312,0.4827782508464445
AFR,-1,0.5,1,8,0.8927690871359039,0.7948091279596629
AFR,-1,0.5,1,9,0.8229896762547498,0.0007156040382011188
AFR,-1,0.5,1,10,0.8975525484498821,0.502530535337838
AFR,-1,0.5,1,11,0.9077762817597714,0.6117100571740385
AFR,-1,0.5,1,12,0.8886434224780175,0.46058856060331954
AFR,-1,0.5,1,13,0.922687943450489,0.010291865999126714
AFR,-1,0.5,1,14,0.9211583758093871,0.6411221322411991
AFR,-1,0.5,1,15,0.8547939057609288,0.07730217346854795
AFR,-1,0.5,1,16,0.8858773626033595,0.638033487890969
AFR,-1,0.5,1,17,0.8764653090339911,0.49916892468605945
AFR,-1,0.5,1,18,0.9389529770534372,0.008019820757006076
AFR,-1,0.5,1,19,0.8748487415498977,0.10736331449906217
AFR,-1,0.5,1,20,0.7749952323041706,0.450249404161894
