population/superpopulation,power,her,num_causals,pheno_num,train,test
AMR,-0.25,0.7,50,1,0.9238525879072927,0.5507640281489335
AMR,-0.25,0.7,50,2,0.9303389538659669,0.04547350281405962
AMR,-0.25,0.7,50,3,0.9159499868036817,0.5198613728652464
AMR,-0.25,0.7,50,4,0.9558341048606104,0.219372826608193
AMR,-0.25,0.7,50,5,0.9352092880913271,0.2473470323697491
AMR,-0.25,0.7,50,6,0.9520729823871049,0.49769976972820573
AMR,-0.25,0.7,50,7,0.9046633585982801,0.13414971866980355
AMR,-0.25,0.7,50,8,0.9699143696785764,0.3808411157707476
AMR,-0.25,0.7,50,9,0.9003922242014183,0.4886182668152538
AMR,-0.25,0.7,50,10,0.9789873232133031,0.45116937434549204
AMR,-0.25,0.7,50,11,0.9477550232553879,0.0012675529797337194
AMR,-0.25,0.7,50,12,0.9381618462232066,0.448873502953493
AMR,-0.25,0.7,50,13,0.9764416319133273,0.5188692570008332
AMR,-0.25,0.7,50,14,0.9611828332618101,0.5856170975365886
AMR,-0.25,0.7,50,15,0.9528739162882826,0.451718819419251
AMR,-0.25,0.7,50,16,0.9559048651530143,0.44974788533941074
AMR,-0.25,0.7,50,17,0.9703615756357489,0.478659109726705
AMR,-0.25,0.7,50,18,0.9545365106878858,0.4778672235461462
AMR,-0.25,0.7,50,19,0.9603795211742312,0.5153828946019873
AMR,-0.25,0.7,50,20,0.9493645226866301,0.325204167330865
