population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-0.25,0.9,50,1,0.9578731822364668,0.6729971060577318
AFR,-0.25,0.9,50,2,0.9550388798578512,0.8156174982404845
AFR,-0.25,0.9,50,3,0.9555924402252892,0.8565226413008031
AFR,-0.25,0.9,50,4,0.9546971738508249,0.8992341845164621
AFR,-0.25,0.9,50,5,0.961175494270786,0.8791140895654623
AFR,-0.25,0.9,50,6,0.942481624381414,0.8790576949022396
AFR,-0.25,0.9,50,7,0.9637234720206895,0.8480006842713941
AFR,-0.25,0.9,50,8,0.9665037564195309,0.843088414776137
AFR,-0.25,0.9,50,9,0.9461654467981779,0.8813778293376877
AFR,-0.25,0.9,50,10,0.9615337867068731,0.8080170305751884
AFR,-0.25,0.9,50,11,0.9482673756915084,0.7691618725467171
AFR,-0.25,0.9,50,12,0.9602157133299598,0.8060885941171197
AFR,-0.25,0.9,50,13,0.9593974507788772,0.7844665290818607
AFR,-0.25,0.9,50,14,0.9535896926353181,0.8843760741969184
AFR,-0.25,0.9,50,15,0.9526121351758089,0.8628891592697784
AFR,-0.25,0.9,50,16,0.9644450594380999,0.7277068227587844
AFR,-0.25,0.9,50,17,0.960085159027515,0.8341537121950153
AFR,-0.25,0.9,50,18,0.9592036337777569,0.821251101733976
AFR,-0.25,0.9,50,19,0.9518584394878031,0.8906536677908662
AFR,-0.25,0.9,50,20,0.9597573061001524,0.7996517315768251
