population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-0.25,0.7,50,1,0.9519309827240141,0.6029844129213425
AFR,-0.25,0.7,50,2,0.9730368585403774,0.5762068587126414
AFR,-0.25,0.7,50,3,0.9514413233259285,0.6291448655915921
AFR,-0.25,0.7,50,4,0.9593599728830153,0.6091586518756111
AFR,-0.25,0.7,50,5,0.939804260260278,0.6291389013979538
AFR,-0.25,0.7,50,6,0.9250995446011889,0.640409717660254
AFR,-0.25,0.7,50,7,0.939714286111903,0.6259167137597148
AFR,-0.25,0.7,50,8,0.9586481560309016,0.35238592959786463
AFR,-0.25,0.7,50,9,0.9095603414837401,0.683502119298146
AFR,-0.25,0.7,50,10,0.9731652814241494,0.46921982458908906
AFR,-0.25,0.7,50,11,0.9210062181152083,0.7023399634764232
AFR,-0.25,0.7,50,12,0.914996880597445,0.38535588768263856
AFR,-0.25,0.7,50,13,0.9290083756824321,0.41328458698810633
AFR,-0.25,0.7,50,14,0.898495655503935,0.7065923812592441
AFR,-0.25,0.7,50,15,0.9400673488816429,0.6277962650088762
AFR,-0.25,0.7,50,16,0.9733196928804043,0.362423124576262
AFR,-0.25,0.7,50,17,0.95678796528928,0.4856102611671747
AFR,-0.25,0.7,50,18,0.9535827698896117,0.527335755507515
AFR,-0.25,0.7,50,19,0.9322220895283575,0.6960373538375655
AFR,-0.25,0.7,50,20,0.9263385885293395,0.5797267068298665
