population/superpopulation,power,her,num_causals,pheno_num,train,test
EAS,-1,0.5,512,1,0.7056033264844764,0.03988266015189017
EAS,-1,0.5,512,2,0.9004326235718887,0.031049664122790664
EAS,-1,0.5,512,3,0.9128628646892891,0.07307739855613687
EAS,-1,0.5,512,4,0.8672286950409598,0.06664400336866953
EAS,-1,0.5,512,5,0.9380808804911213,0.058325648206193924
EAS,-1,0.5,512,6,0.8414797309190083,0.09686472505775286
EAS,-1,0.5,512,7,0.9164441207868007,0.23658180747478552
EAS,-1,0.5,512,8,0.8306857521132635,0.07452347105880716
EAS,-1,0.5,512,9,0.8732261347447706,0.12264734300287006
EAS,-1,0.5,512,10,0.8945090972929831,0.04127921100855558
EAS,-1,0.5,512,11,0.8266878128664885,0.013613923004933368
EAS,-1,0.5,512,12,0.9542391741273126,0.07255181294266333
EAS,-1,0.5,512,13,0.8955948218952107,0.0033656428480893764
EAS,-1,0.5,512,14,0.9354251258893079,0.06639419485712543
EAS,-1,0.5,512,15,0.9053010938790856,0.04657247414392129
EAS,-1,0.5,512,16,0.8907394716086754,0.2271287697218694
EAS,-1,0.5,512,17,0.9465283155480764,0.06469346617506858
EAS,-1,0.5,512,18,0.8968579708951976,0.11993920842611193
EAS,-1,0.5,512,19,0.9225838171725059,0.18896373931341248
EAS,-1,0.5,512,20,0.9471464533997275,0.1042361150063449
