population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-0.25,0.9,10,1,0.9322233670532486,0.7345872202190974
AFR,-0.25,0.9,10,2,0.932823733020843,0.8092304191415274
AFR,-0.25,0.9,10,3,0.9713368069727123,0.9521467855169089
AFR,-0.25,0.9,10,4,0.9513822105312548,0.9336652702988492
AFR,-0.25,0.9,10,5,0.9236703340760544,0.8969122726592598
AFR,-0.25,0.9,10,6,0.9431771914103558,0.692269583877496
AFR,-0.25,0.9,10,7,0.9529811865493506,0.9423624537717069
AFR,-0.25,0.9,10,8,0.9690636288311716,0.9501292176176682
AFR,-0.25,0.9,10,9,0.9260463680565899,0.7976725629526381
AFR,-0.25,0.9,10,10,0.9603863805624421,0.8761742488035724
AFR,-0.25,0.9,10,11,0.9534879054784474,0.9269228364425692
AFR,-0.25,0.9,10,12,0.9578714920703898,0.883888757731148
AFR,-0.25,0.9,10,13,0.9357920900379332,0.678758589298744
AFR,-0.25,0.9,10,14,0.9455204275600599,0.9205136712528678
AFR,-0.25,0.9,10,15,0.9664421206751241,0.8034534407269804
AFR,-0.25,0.9,10,16,0.9015259051233847,0.8211241892303985
AFR,-0.25,0.9,10,17,0.9458615199650343,0.8999362147463073
AFR,-0.25,0.9,10,18,0.9495673886714259,0.8544138009993042
AFR,-0.25,0.9,10,19,0.9430008386374107,0.8944577241897931
AFR,-0.25,0.9,10,20,0.9101428301256933,0.791578790090541
