population/superpopulation,power,her,num_causals,pheno_num,train,test
SAS,-1,0.3,1,1,0.8562215408047023,0.26550811863727136
SAS,-1,0.3,1,2,0.8977505256683828,0.08226170534108797
SAS,-1,0.3,1,3,0.9534524548672726,0.018715154791002123
SAS,-1,0.3,1,4,0.8807762262085728,0.1588385618976845
SAS,-1,0.3,1,5,0.9126469078397055,0.3678238190898939
SAS,-1,0.3,1,6,0.8394614957867605,0.36675924384919517
SAS,-1,0.3,1,7,0.9660245612526086,0.22420695146460226
SAS,-1,0.3,1,8,0.91559635631414,0.005765544293190946
SAS,-1,0.3,1,9,0.9055222748909924,0.26802897171236806
SAS,-1,0.3,1,10,0.924647285694604,0.17654643197390535
SAS,-1,0.3,1,11,0.8372642928334147,0.5973395032862386
SAS,-1,0.3,1,12,0.8374539581172541,0.2703471452949469
SAS,-1,0.3,1,13,0.9394262326125559,0.21517136879701593
SAS,-1,0.3,1,14,0.9007445728019435,0.0054875461689247425
SAS,-1,0.3,1,15,0.858559337620653,0.14904332064957312
SAS,-1,0.3,1,16,0.9345597672751177,0.0013346954259271938
SAS,-1,0.3,1,17,0.8223640361101671,0.24454218515140902
SAS,-1,0.3,1,18,0.8945799405055122,0.08981381787452611
SAS,-1,0.3,1,19,0.8168071786952359,0.19419016008570242
SAS,-1,0.3,1,20,0.808170913614817,0.28131107915504666
