population/superpopulation,power,her,num_causals,pheno_num,train,test
EAS,-1,0.9,50,1,0.9380097194715563,0.6364416626613865
EAS,-1,0.9,50,2,0.9295422078254204,0.4329624291803965
EAS,-1,0.9,50,3,0.9152342944859623,0.8099359007813547
EAS,-1,0.9,50,4,0.9655570913788991,0.46695498235001703
EAS,-1,0.9,50,5,0.9530070600712556,0.555492986489933
EAS,-1,0.9,50,6,0.9211950980606747,0.6381765091972871
EAS,-1,0.9,50,7,0.9289790177206223,0.7966913292446379
EAS,-1,0.9,50,8,0.9449077092559791,0.6655512760926506
EAS,-1,0.9,50,9,0.9479550755925936,0.8822960764955619
EAS,-1,0.9,50,10,0.9462506916890339,0.6525338853553209
EAS,-1,0.9,50,11,0.9213284160364961,0.6715367888142797
EAS,-1,0.9,50,12,0.9498561955105885,0.3295828178765237
EAS,-1,0.9,50,13,0.8905507417583844,0.5987567413883954
EAS,-1,0.9,50,14,0.9398711680449352,0.8377894878259254
EAS,-1,0.9,50,15,0.9327050969043397,0.4751277552678554
EAS,-1,0.9,50,16,0.9400860295215334,0.7321734063967237
EAS,-1,0.9,50,17,0.9273574278776298,0.7823545685828719
EAS,-1,0.9,50,18,0.9225742700063083,0.5205568078015159
EAS,-1,0.9,50,19,0.9447986726913531,0.7311111874819116
EAS,-1,0.9,50,20,0.9351284738156413,0.85865862978529
