population/superpopulation,power,her,num_causals,pheno_num,train,test
SAS,-1,0.3,100,1,0.9174904897761422,0.03827399392469387
SAS,-1,0.3,100,2,0.9230403433543259,0.016310920996865583
SAS,-1,0.3,100,3,0.9637413516976857,0.043623866120770086
SAS,-1,0.3,100,4,0.9270857230683542,0.17481162712669052
SAS,-1,0.3,100,5,0.9474733990277018,0.01444499618720928
SAS,-1,0.3,100,6,0.9526051021876574,0.057820831520778035
SAS,-1,0.3,100,7,0.9145534967189419,1.9510573280807712e-07
SAS,-1,0.3,100,8,0.9265352711659375,0.012702040419949469
SAS,-1,0.3,100,9,0.7942201178287592,0.013575135375580829
SAS,-1,0.3,100,10,0.837388419673011,0.010378450730920462
SAS,-1,0.3,100,11,0.9112393999023507,0.12313149273522557
SAS,-1,0.3,100,12,0.8967281543052489,0.19337710795623034
SAS,-1,0.3,100,13,0.9596139874324302,0.024070926506784208
SAS,-1,0.3,100,14,0.9221285647405271,0.0674954924634884
SAS,-1,0.3,100,15,0.8959938338076271,0.03398470470137994
SAS,-1,0.3,100,16,0.9025417394924004,0.00780960496993573
SAS,-1,0.3,100,17,0.9505791967578271,0.004058319535500037
SAS,-1,0.3,100,18,0.9121069728632313,0.00571638615242337
SAS,-1,0.3,100,19,0.950271102706197,0.1346804521493361
SAS,-1,0.3,100,20,0.9315072524527325,2.0856172570235457e-05
