population/superpopulation,power,her,num_causals,pheno_num,train,test
SAS,-0.25,0.3,1,1,0.8457612571023748,0.4476735027219469
SAS,-0.25,0.3,1,2,0.9558628501159468,0.17469758405918434
SAS,-0.25,0.3,1,3,0.8610207552409117,0.01009398691981357
SAS,-0.25,0.3,1,4,0.7253275601852256,0.005070882928000285
SAS,-0.25,0.3,1,5,0.9290246292186208,0.4694925322741851
SAS,-0.25,0.3,1,6,0.8974565467120722,0.14782500006733781
SAS,-0.25,0.3,1,7,0.8223565972955191,0.38234048984742425
SAS,-0.25,0.3,1,8,0.9472369533322769,0.0059831448737235875
SAS,-0.25,0.3,1,9,0.9313848971177331,0.2851573955775815
SAS,-0.25,0.3,1,10,0.9057692617851455,0.3300732904655582
SAS,-0.25,0.3,1,11,0.8770244505819547,0.5446642846747795
SAS,-0.25,0.3,1,12,0.7884372290136127,0.18864353187159724
SAS,-0.25,0.3,1,13,0.7315399636713132,0.15057278739162633
SAS,-0.25,0.3,1,14,0.9123758677715625,0.001481935373139869
SAS,-0.25,0.3,1,15,0.9556762161385233,0.3549813673082303
SAS,-0.25,0.3,1,16,0.7805209458837977,0.06905986469863716
SAS,-0.25,0.3,1,17,0.9058447326652981,0.3172341871929062
SAS,-0.25,0.3,1,18,0.9147815311244594,0.009585355965373445
SAS,-0.25,0.3,1,19,0.898522718769734,0.035775956298152105
SAS,-0.25,0.3,1,20,0.8958253246825731,0.2610586002937842
