population/superpopulation,power,her,num_causals,pheno_num,train,test
AFR,-1,0.9,10,1,0.9312638173944957,0.6155212572328479
AFR,-1,0.9,10,2,0.964223620981377,0.6757947669313527
AFR,-1,0.9,10,3,0.9701205209771954,0.9555667572148366
AFR,-1,0.9,10,4,0.9568369123882032,0.9265753969199205
AFR,-1,0.9,10,5,0.9302904335141533,0.8980039578353838
AFR,-1,0.9,10,6,0.9135634465804195,0.46812651237832215
AFR,-1,0.9,10,7,0.961669634729409,0.9489644080032235
AFR,-1,0.9,10,8,0.9731775437047846,0.959501318895067
AFR,-1,0.9,10,9,0.9331908882061544,0.813899887660975
AFR,-1,0.9,10,10,0.9441009541625226,0.9269164456035076
AFR,-1,0.9,10,11,0.9491358756883317,0.9254431372329022
AFR,-1,0.9,10,12,0.9626727508111832,0.872371039761997
AFR,-1,0.9,10,13,0.9255033052449004,0.6513251467657425
AFR,-1,0.9,10,14,0.9601211563272815,0.9321451458062735
AFR,-1,0.9,10,15,0.9676945963042516,0.7855341111202336
AFR,-1,0.9,10,16,0.9181738119442856,0.7922781931682933
AFR,-1,0.9,10,17,0.9358837212786578,0.8640726156911454
AFR,-1,0.9,10,18,0.9283363719773831,0.8776939074902942
AFR,-1,0.9,10,19,0.9487458801957899,0.913530892043521
AFR,-1,0.9,10,20,0.8902281622644128,0.4931606086513373
