population/superpopulation,power,her,num_causals,pheno_num,train,test
SAS,-0.25,0.7,10,1,0.9330122160374118,0.5805807706401314
SAS,-0.25,0.7,10,2,0.90824535781834,0.5798803372328494
SAS,-0.25,0.7,10,3,0.9184537907646873,0.48099112930039734
SAS,-0.25,0.7,10,4,0.9315005302749537,0.611251901413635
SAS,-0.25,0.7,10,5,0.870769992157853,0.7152500746340277
SAS,-0.25,0.7,10,6,0.9050635237425326,0.7141125822315348
SAS,-0.25,0.7,10,7,0.9021043012772273,0.6542287760954341
SAS,-0.25,0.7,10,8,0.8724540707467238,0.18957371095344644
SAS,-0.25,0.7,10,9,0.9281584215265309,0.7248198068521857
SAS,-0.25,0.7,10,10,0.9499527054209542,0.6995768850811872
SAS,-0.25,0.7,10,11,0.9157281312230809,0.7377590954126252
SAS,-0.25,0.7,10,12,0.9487695427619548,0.4877768643080745
SAS,-0.25,0.7,10,13,0.9308852716659942,0.5746567707276994
SAS,-0.25,0.7,10,14,0.8914268230180605,0.4550353952708103
SAS,-0.25,0.7,10,15,0.9348097259962352,0.17419884813889108
SAS,-0.25,0.7,10,16,0.9014618265826975,2.060405355228861e-05
SAS,-0.25,0.7,10,17,0.9071626648805549,0.2046296514945801
SAS,-0.25,0.7,10,18,0.9096409504997319,0.7318221557984199
SAS,-0.25,0.7,10,19,0.8669179797676914,0.5368890499578007
SAS,-0.25,0.7,10,20,0.8906208981029414,0.7712478642679317
