population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-0.25,0.9,50,1,0.9118514239146477,0.7909337245955872
EUR,-0.25,0.9,50,2,0.9627471942239455,0.5762676381413896
EUR,-0.25,0.9,50,3,0.9431826513326332,0.47337077607997124
EUR,-0.25,0.9,50,4,0.9694073572891335,0.6580725194009869
EUR,-0.25,0.9,50,5,0.9550683514083158,0.5856701806042458
EUR,-0.25,0.9,50,6,0.9477828985062455,0.6164360804271819
EUR,-0.25,0.9,50,7,0.9552918425581389,0.7527359018885901
EUR,-0.25,0.9,50,8,0.9599230605179349,0.40948169681242463
EUR,-0.25,0.9,50,9,0.9295924136328747,0.7803180702441568
EUR,-0.25,0.9,50,10,0.9235607263381441,0.6572373266282688
EUR,-0.25,0.9,50,11,0.9559851389672621,0.5185493304324515
EUR,-0.25,0.9,50,12,0.9642114839890356,0.8318334506348477
EUR,-0.25,0.9,50,13,0.9511568832407377,0.695376594023537
EUR,-0.25,0.9,50,14,0.9276391408650243,0.8288607050781315
EUR,-0.25,0.9,50,15,0.9239416995911806,0.597450721419857
EUR,-0.25,0.9,50,16,0.9455612537217987,0.34955390796350494
EUR,-0.25,0.9,50,17,0.9402936805675888,0.6075889206310943
EUR,-0.25,0.9,50,18,0.9345830482037548,0.6286005582301779
EUR,-0.25,0.9,50,19,0.9644114490546025,0.6369102390916713
EUR,-0.25,0.9,50,20,0.9750221456042533,0.41344419956622286
