population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-1,0.1,250,1,0.8697947648895716,0.025520633967804057
EUR,-1,0.1,250,2,0.9151239527965336,0.010507493755677036
EUR,-1,0.1,250,3,0.8878599586310875,0.0009718411644561523
EUR,-1,0.1,250,4,0.9291367911166148,0.006504483796719893
EUR,-1,0.1,250,5,0.9316432664020043,0.0001925803354675968
EUR,-1,0.1,250,6,0.902723506872973,0.0026631128930964835
EUR,-1,0.1,250,7,0.9060072486889443,0.0052462718635869505
EUR,-1,0.1,250,8,0.9494250196267476,0.004404248294836918
EUR,-1,0.1,250,9,0.8481473902536574,8.440602052026664e-08
EUR,-1,0.1,250,10,0.912827153610173,0.004234385227417055
EUR,-1,0.1,250,11,0.870520379022737,0.01683616892182388
EUR,-1,0.1,250,12,0.9054500125633439,0.0038724544465172338
EUR,-1,0.1,250,13,0.9301724220849669,0.008392499614039095
EUR,-1,0.1,250,14,0.9238437283352483,0.012243235058296813
EUR,-1,0.1,250,15,0.9250374901874617,0.06354711730234663
EUR,-1,0.1,250,16,0.925102746281867,0.0019497810423188525
EUR,-1,0.1,250,17,0.8953053938411728,0.002729303593446466
EUR,-1,0.1,250,18,0.9335905716731628,0.020980060931954366
EUR,-1,0.1,250,19,0.9458387351346079,0.00033855070683686195
EUR,-1,0.1,250,20,0.8586083609377442,0.004145341054380913
