population/superpopulation,power,her,num_causals,pheno_num,train,test
SAS,-1,0.1,100,1,0.8923032257449615,0.00023803664358251845
SAS,-1,0.1,100,2,0.8737929872086723,0.01841618821233114
SAS,-1,0.1,100,3,0.9432879443876794,0.022008040400633196
SAS,-1,0.1,100,4,0.9477358670173119,0.01961070615955366
SAS,-1,0.1,100,5,0.950666622299546,0.015868352769732492
SAS,-1,0.1,100,6,0.8687551766981985,0.0010175308053219979
SAS,-1,0.1,100,7,0.7087599469997082,0.010329788004283216
SAS,-1,0.1,100,8,0.9597021632288149,0.010452935126821123
SAS,-1,0.1,100,9,0.9530835286184455,0.06261684952370507
SAS,-1,0.1,100,10,0.857163014234623,0.017721745004106275
SAS,-1,0.1,100,11,0.9332774894709613,7.797052166452514e-05
SAS,-1,0.1,100,12,0.936700344093236,0.0663132355782843
SAS,-1,0.1,100,13,0.937936889402358,0.0004857716704543677
SAS,-1,0.1,100,14,0.8619700495948149,0.02384753297550443
SAS,-1,0.1,100,15,0.9181706306354283,0.0032701047092308297
SAS,-1,0.1,100,16,0.8749680063545844,0.005971271972189794
SAS,-1,0.1,100,17,0.9256590176094506,0.05212360962548043
SAS,-1,0.1,100,18,0.897120499578905,8.786581175760891e-05
SAS,-1,0.1,100,19,0.914106727302517,0.03402354228648891
SAS,-1,0.1,100,20,0.906126451494713,0.002293727951072519
