population/superpopulation,power,her,num_causals,pheno_num,train,test
AMR,-0.25,0.9,512,1,0.9646022059736534,0.5272916223532713
AMR,-0.25,0.9,512,2,0.9698166403656443,0.4552276350661867
AMR,-0.25,0.9,512,3,0.9510202731749053,0.3563786111348558
AMR,-0.25,0.9,512,4,0.9682292097544907,0.4488540238834361
AMR,-0.25,0.9,512,5,0.9713756758689447,0.28182240560593674
AMR,-0.25,0.9,512,6,0.9748395019012306,0.4283677416377228
AMR,-0.25,0.9,512,7,0.9611007907862095,0.30700018194321377
AMR,-0.25,0.9,512,8,0.9511648956907082,0.3441284916122605
AMR,-0.25,0.9,512,9,0.9725904315005321,0.37732865955016515
AMR,-0.25,0.9,512,10,0.9627979345755995,0.25696912121979504
AMR,-0.25,0.9,512,11,0.9590045165301577,0.3027945748976758
AMR,-0.25,0.9,512,12,0.9628021216224232,0.21024207889013186
AMR,-0.25,0.9,512,13,0.9681757192448043,0.30900494007769547
AMR,-0.25,0.9,512,14,0.9582109059460698,0.39570148422043516
AMR,-0.25,0.9,512,15,0.9661901233366257,0.35550482808169115
AMR,-0.25,0.9,512,16,0.9703197385916736,0.19785344995903398
AMR,-0.25,0.9,512,17,0.9664031412634725,0.2731347316947834
AMR,-0.25,0.9,512,18,0.9708023653793575,0.3525625672188826
AMR,-0.25,0.9,512,19,0.9566982286662591,0.33322633124821127
AMR,-0.25,0.9,512,20,0.9704272367559966,0.3419049512921409
