population/superpopulation,power,her,num_causals,pheno_num,train,test
EUR,-1,0.3,512,1,0.9678011234539953,0.01926724044881279
EUR,-1,0.3,512,2,0.9426130907937594,0.06871115369523295
EUR,-1,0.3,512,3,0.9582814466644153,0.023417606951901492
EUR,-1,0.3,512,4,0.9234155458943009,0.11720660530324067
EUR,-1,0.3,512,5,0.8743516305104471,0.06631564072971918
EUR,-1,0.3,512,6,0.9546378775798574,0.06700867636958556
EUR,-1,0.3,512,7,0.9138456168019993,0.03616254348358017
EUR,-1,0.3,512,8,0.9045447250305454,0.08382311061174227
EUR,-1,0.3,512,9,0.9181312786509381,0.15501113687907536
EUR,-1,0.3,512,10,0.898671064660054,0.03421056513627498
EUR,-1,0.3,512,11,0.9291894988693258,0.010651816529854643
EUR,-1,0.3,512,12,0.7874241567933995,0.0487843961257389
EUR,-1,0.3,512,13,0.8917327473374129,0.007148040949599704
EUR,-1,0.3,512,14,0.9430814118459114,0.01727311787769601
EUR,-1,0.3,512,15,0.9293485939823626,0.16096716472975306
EUR,-1,0.3,512,16,0.8828834800279767,0.04615749498411697
EUR,-1,0.3,512,17,0.930587063168313,0.06936663825362328
EUR,-1,0.3,512,18,0.938043146835779,0.0005059731080447056
EUR,-1,0.3,512,19,0.9438097178484178,0.08325480565574313
EUR,-1,0.3,512,20,0.8729761140771047,0.18785211216238382
