population/superpopulation,power,her,num_causals,pheno_num,train,test
EAS,-0.25,0.3,100,1,0.9054157439673305,0.018368929195763977
EAS,-0.25,0.3,100,2,0.915248958803196,0.00038404991492434204
EAS,-0.25,0.3,100,3,0.9649051710192891,0.045979378873519515
EAS,-0.25,0.3,100,4,0.9641351792562822,0.005775267656010168
EAS,-0.25,0.3,100,5,0.927070156962298,0.1103258290034575
EAS,-0.25,0.3,100,6,0.8172913903133993,0.030228036376489045
EAS,-0.25,0.3,100,7,0.8964926313667476,0.06814469401682993
EAS,-0.25,0.3,100,8,0.9519057192360516,0.14345855454279177
EAS,-0.25,0.3,100,9,0.8972993532791367,0.12169526928635967
EAS,-0.25,0.3,100,10,0.8826388477206392,0.035635858295243836
EAS,-0.25,0.3,100,11,0.7138130982085358,0.21441841456309715
EAS,-0.25,0.3,100,12,0.8983874359542134,0.0002028571186388632
EAS,-0.25,0.3,100,13,0.9313031503431699,0.010756704546668265
EAS,-0.25,0.3,100,14,0.8614999521987773,0.16261268551500624
EAS,-0.25,0.3,100,15,0.9106154943056066,7.699012523485515e-05
EAS,-0.25,0.3,100,16,0.842693674243528,0.03798428673088554
EAS,-0.25,0.3,100,17,0.8721779268288582,0.09873014989485832
EAS,-0.25,0.3,100,18,0.6477298951483184,0.0002834123952243994
EAS,-0.25,0.3,100,19,0.9148343498715282,0.24068927250622338
EAS,-0.25,0.3,100,20,0.7904012018424391,0.04338791722729294
