population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.9,250,1,0.9090798203350234,0.22082223280676433,0.2090428044349791
EUR,-0.25,0.9,250,2,0.9220611868433577,0.6470222562479908,0.41432654255729184
EUR,-0.25,0.9,250,3,0.9256415113696325,0.38867019175647705,0.3176915053808397
EUR,-0.25,0.9,250,4,0.9158469719245245,0.5249128398037668,0.16625543125996822
EUR,-0.25,0.9,250,5,0.9259906031050789,0.48124292247569933,0.26598314669307954
EUR,-0.25,0.9,250,6,0.9197735796429498,0.6499448918998204,0.5558237961422315
EUR,-0.25,0.9,250,7,0.9279035243118939,0.6436685782475668,0.5313826972785987
EUR,-0.25,0.9,250,8,0.9163817225306832,0.4380452701805116,0.40788602378915945
EUR,-0.25,0.9,250,9,0.9079436094859211,0.5964125106862861,0.4213348664962254
EUR,-0.25,0.9,250,10,0.9367696806816819,0.5068082486048897,0.42674170490721086
EUR,-0.25,0.9,250,11,0.931745566124228,0.4108318840131788,0.3457433844001774
EUR,-0.25,0.9,250,12,0.9004398047888299,0.6071811664998161,0.21955655949241068
EUR,-0.25,0.9,250,13,0.9313468789032575,0.5866790976073971,0.47587436217634144
EUR,-0.25,0.9,250,14,0.9284327994793374,0.7851465090468718,0.6300202468425202
EUR,-0.25,0.9,250,15,0.9092333473065577,0.5141108858876311,0.23025827715367095
EUR,-0.25,0.9,250,16,0.8816290844822797,0.578838220876508,0.3089377419790374
EUR,-0.25,0.9,250,17,0.9298039896108615,0.6937432415451583,0.5201502769608604
EUR,-0.25,0.9,250,18,0.8907102705755559,0.43136048639239727,0.32108164331177313
EUR,-0.25,0.9,250,19,0.927968938483473,0.4997286880710396,0.374380783546841
EUR,-0.25,0.9,250,20,0.9340368799890655,0.477449006986067,0.385143110467478
