population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-1,0.5,250,1,0.9198243446864632,0.12982927834387456,0.12308296943219008
AFR,-1,0.5,250,2,0.8950831473114558,0.26394012193920235,0.08781339454647166
AFR,-1,0.5,250,3,0.9145013714014081,0.20934540914514427,0.13637110917862758
AFR,-1,0.5,250,4,0.9062754098128072,0.1522909801142437,0.10980386431610639
AFR,-1,0.5,250,5,0.9013834988836441,0.058290078042793195,0.09325949093907354
AFR,-1,0.5,250,6,0.8933530686160911,0.25419006980530584,0.1743352248539814
AFR,-1,0.5,250,7,0.9305229722638408,0.2908306175104512,0.2769045664601667
AFR,-1,0.5,250,8,0.9103759930924759,0.0828856349567077,0.15719406599160546
AFR,-1,0.5,250,9,0.8783902085115238,0.3074017605763113,0.19026725832007782
AFR,-1,0.5,250,10,0.9229798372012052,0.031119764415597117,0.003792390168534765
AFR,-1,0.5,250,11,0.9026286899983873,0.14591342286718592,0.21804453517864392
AFR,-1,0.5,250,12,0.9328693711187592,0.01558998701780559,0.0056366194722129274
AFR,-1,0.5,250,13,0.902556352266783,0.20329998599114915,0.22629994269078513
AFR,-1,0.5,250,14,0.936522138501759,0.1064058896855864,0.3024574845074594
AFR,-1,0.5,250,15,0.9067973471432959,0.0666711539564715,0.2046783475341788
AFR,-1,0.5,250,16,0.8786883241527216,0.12179547715049624,0.08865282700683391
AFR,-1,0.5,250,17,0.9108870389368715,0.2405512339541377,0.12467758450932609
AFR,-1,0.5,250,18,0.9150268788214757,0.17299883247238212,0.12795925162889632
AFR,-1,0.5,250,19,0.861827797766789,0.3644091207669538,0.24148386990831694
AFR,-1,0.5,250,20,0.9287537562465972,0.28887689309106157,0.12131286398353582
