population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.3,1,1,0.91541638559083,0.22236419891762907,0.03354931738447094
SAS,-0.25,0.3,1,2,0.9349809996987479,0.3030750262073808,0.19943517201167235
SAS,-0.25,0.3,1,3,0.9268457642031486,0.004053297291055164,0.004439208983535623
SAS,-0.25,0.3,1,4,0.922396798841752,0.04841194894854664,1.403152266045473e-06
SAS,-0.25,0.3,1,5,0.9300279526031762,0.2663842330322839,0.36099998483918455
SAS,-0.25,0.3,1,6,0.9242579121981918,0.23276524264602594,0.2394569822352432
SAS,-0.25,0.3,1,7,0.9219485349626133,0.36380770327907214,0.4152464702649157
SAS,-0.25,0.3,1,8,0.933989166470616,0.03667018041480894,0.013488884937460983
SAS,-0.25,0.3,1,9,0.9307573089180882,0.3662131766768944,0.3206493494019343
SAS,-0.25,0.3,1,10,0.9249060418804308,0.4245325817229894,0.3877075849966968
SAS,-0.25,0.3,1,11,0.9365535736787938,0.4520944542086011,0.5037744627826881
SAS,-0.25,0.3,1,12,0.9329272251037063,0.35543212167115124,0.27625928007822415
SAS,-0.25,0.3,1,13,0.9306253619962646,0.02401402223729391,0.013904648599018625
SAS,-0.25,0.3,1,14,0.9227415009300657,0.008466418720033127,0.004512649313350711
SAS,-0.25,0.3,1,15,0.9080871435958409,0.19109378148674835,0.24963056613752413
SAS,-0.25,0.3,1,16,0.9265284846862584,0.04444475556610994,0.002787693206854045
SAS,-0.25,0.3,1,17,0.9386837918841656,0.19562599429113342,0.390848363974554
SAS,-0.25,0.3,1,18,0.9267203434188147,0.09917023150742782,0.006775707270678037
SAS,-0.25,0.3,1,19,0.938147790307262,0.053496830924539086,0.10207250520879597
SAS,-0.25,0.3,1,20,0.9305040570459159,0.15704233427812817,0.16911965481343816
