population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.3,100,1,0.8950396303743903,0.05819921872031176,0.05011552975002681
EUR,-1,0.3,100,2,0.9097837748802875,0.0321966969992901,0.00010232387955495428
EUR,-1,0.3,100,3,0.9212129793724876,0.044570928872355954,0.008238305049802785
EUR,-1,0.3,100,4,0.9273787439070813,0.0873431108738526,0.03219905185351053
EUR,-1,0.3,100,5,0.9194341209997846,0.032010768862748736,0.010728375192651634
EUR,-1,0.3,100,6,0.9236146954870994,0.005108085328142761,0.005229103223005764
EUR,-1,0.3,100,7,0.926273054444862,0.08806915202010857,0.09174956272637728
EUR,-1,0.3,100,8,0.9286409365095141,0.015465100775081607,0.006153550674249339
EUR,-1,0.3,100,9,0.9056830138203513,0.11703490284302684,0.062331017201114405
EUR,-1,0.3,100,10,0.9239332427425796,0.11547291710346697,0.16728703615861995
EUR,-1,0.3,100,11,0.9307950398151431,0.0009101072830324938,0.005461323773908752
EUR,-1,0.3,100,12,0.915353770692727,0.14457825616850387,0.023639704315690246
EUR,-1,0.3,100,13,0.9251112027136336,0.05222668062214846,0.01786877857148735
EUR,-1,0.3,100,14,0.933283279063908,0.22892886590146647,0.2864788691400868
EUR,-1,0.3,100,15,0.9164410368867582,0.05370664918234402,0.0316001429538467
EUR,-1,0.3,100,16,0.902916014444343,0.02477367078153937,0.10694276628348164
EUR,-1,0.3,100,17,0.907879991033113,0.06524083157551146,0.0004137733826714025
EUR,-1,0.3,100,18,0.915905428360735,0.020789030021263,0.06565491081133477
EUR,-1,0.3,100,19,0.9290628931537748,0.24055945018304795,0.13871029573174826
EUR,-1,0.3,100,20,0.9069247558892719,0.10084198059418381,0.07031782593696814
