population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.7,10,1,0.9111497502321019,0.5237840258246741,0.348423683385614
EAS,-1,0.7,10,2,0.925704477625941,0.5162664239090174,0.45992346486183966
EAS,-1,0.7,10,3,0.8975251437249044,0.016772797904674744,0.001074271482231367
EAS,-1,0.7,10,4,0.9006661564864819,0.18808618345320702,0.14006484193993576
EAS,-1,0.7,10,5,0.8987911276840647,0.24053480954279635,0.3787781709311847
EAS,-1,0.7,10,6,0.8844566772188379,0.710236819889698,0.658493532661508
EAS,-1,0.7,10,7,0.9138878972890243,0.29731394626423013,0.27356888128809387
EAS,-1,0.7,10,8,0.9237845270932616,0.02609600349883421,0.033672483640311314
EAS,-1,0.7,10,9,0.8975588666739152,0.47386574242001567,0.5932499027240228
EAS,-1,0.7,10,10,0.9138336341402997,0.31672560595883936,0.3144698383034459
EAS,-1,0.7,10,11,0.8270145785943972,0.03652644336128086,0.006271676328368796
EAS,-1,0.7,10,12,0.928875392730853,0.20528554691590353,0.06147097993834855
EAS,-1,0.7,10,13,0.8769669448336831,0.020843933351743504,0.004506500603791111
EAS,-1,0.7,10,14,0.8670579593531237,0.5458071954282357,0.6430884955393762
EAS,-1,0.7,10,15,0.9198042764793484,0.027677299435210342,0.0057994240216183626
EAS,-1,0.7,10,16,0.9220746478185055,0.7206253812434954,0.5573609178088087
EAS,-1,0.7,10,17,0.9171925084509999,0.05698831431782003,0.05301550807246929
EAS,-1,0.7,10,18,0.9121126792771107,0.4958879487684378,0.6077702233188149
EAS,-1,0.7,10,19,0.8560798890482563,0.5297606162694949,0.7181889926036523
EAS,-1,0.7,10,20,0.9335781068261975,0.5570192994243472,0.7122638057298197
