population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.3,512,1,0.9266117259877191,0.03058707666322365,0.01586142035492603
SAS,-0.25,0.3,512,2,0.9238557461305413,0.04421162684761163,0.05610620611946222
SAS,-0.25,0.3,512,3,0.9325471164286755,0.1115713778736232,0.003674611610938796
SAS,-0.25,0.3,512,4,0.931326205152707,0.029273878198964213,0.0004933642217593795
SAS,-0.25,0.3,512,5,0.9126395263699268,0.014929100598579997,0.023544194749528943
SAS,-0.25,0.3,512,6,0.9275510087677266,0.041414457670418084,8.586358435396054e-05
SAS,-0.25,0.3,512,7,0.9333438726083434,0.0185938420150766,0.00045993455371005784
SAS,-0.25,0.3,512,8,0.9328865461469147,0.1125136864079418,0.07414704690933623
SAS,-0.25,0.3,512,9,0.9223690265654847,0.01555285250235325,0.000436763924288047
SAS,-0.25,0.3,512,10,0.9230587453749379,0.04442411257947213,0.0014510234940170248
SAS,-0.25,0.3,512,11,0.9334225184265404,0.01471539677576779,0.000600301477136993
SAS,-0.25,0.3,512,12,0.9211638389231179,0.04917813488398839,0.0075478462727586355
SAS,-0.25,0.3,512,13,0.9234244646774483,0.045271291560853986,0.01791562333671062
SAS,-0.25,0.3,512,14,0.9294259755424855,0.11591528820368005,0.00012418401548879477
SAS,-0.25,0.3,512,15,0.9286642689173691,0.06694150834646478,0.0050020844528564454
SAS,-0.25,0.3,512,16,0.9332337005052112,0.01670890642013717,0.07559608676738404
SAS,-0.25,0.3,512,17,0.9297698211687878,0.014638588996949633,0.011609441505092749
SAS,-0.25,0.3,512,18,0.9351151919312162,0.012668794301395222,0.008910833417795984
SAS,-0.25,0.3,512,19,0.9262047657874396,0.010371593355901359,0.006321704462147076
SAS,-0.25,0.3,512,20,0.9176936742114766,0.13956559259638396,0.01093158943700356
