population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.1,512,1,0.9175408829897044,0.07763498257514644,0.050321474627671885
EUR,-1,0.1,512,2,0.9226400382585728,0.04017715242616814,0.003043369682408646
EUR,-1,0.1,512,3,0.9255958757577694,0.06413795684659544,0.020018676541261615
EUR,-1,0.1,512,4,0.9157390383109961,0.009148589199898305,0.022528099400247022
EUR,-1,0.1,512,5,0.8917066999466714,0.033747906165690476,0.014710862502900726
EUR,-1,0.1,512,6,0.9216331336079946,0.06321683372369145,0.0008019757680999841
EUR,-1,0.1,512,7,0.9068609574469165,0.05662033177436402,0.03417898773216527
EUR,-1,0.1,512,8,0.9238371087152267,0.02793832474029302,0.02288506430203369
EUR,-1,0.1,512,9,0.9222449502501944,0.10519947951069729,2.116789881528314e-05
EUR,-1,0.1,512,10,0.9155355818268939,0.021170390982797417,0.0033769064568636947
EUR,-1,0.1,512,11,0.9228054057212507,0.045019832288752275,0.0003505959640187572
EUR,-1,0.1,512,12,0.9299591964981995,0.018396545989621163,0.00020101903645014223
EUR,-1,0.1,512,13,0.8938376994741889,0.22462181324533698,0.008510276798900112
EUR,-1,0.1,512,14,0.9065912026826421,0.12383060323886326,0.03995944954996769
EUR,-1,0.1,512,15,0.9312299100653765,0.027931952226138514,0.0011805333831471662
EUR,-1,0.1,512,16,0.9168418175004203,0.11718494979489519,0.009576838323882623
EUR,-1,0.1,512,17,0.929967406221749,0.02453068111067042,0.002034921146413207
EUR,-1,0.1,512,18,0.9301901963953002,0.013235327842811128,0.02567309351468184
EUR,-1,0.1,512,19,0.928361063006517,0.027594176141374584,0.0006029208261166803
EUR,-1,0.1,512,20,0.9214413903058989,0.017778752881455293,0.013778923253796729
