population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-1,0.9,100,1,0.9298336317219401,0.46663768387275645,0.0145071403989512
SAS,-1,0.9,100,2,0.9309472174000815,0.08022410250032017,0.0031344544006480573
SAS,-1,0.9,100,3,0.9329677686456113,0.14173834015749548,0.1884622111884293
SAS,-1,0.9,100,4,0.9230647406027607,0.2953562921330024,0.05070475167962965
SAS,-1,0.9,100,5,0.9097158193100087,0.32842976483716557,0.21041075347447383
SAS,-1,0.9,100,6,0.9254301563837657,0.2859465470663969,0.15903057259288075
SAS,-1,0.9,100,7,0.9302596875493032,0.30470564277803586,0.31987308278734133
SAS,-1,0.9,100,8,0.9302877107621602,0.2431166991254587,0.12723059689377167
SAS,-1,0.9,100,9,0.9333142591904281,0.3421790729016498,0.25684609562337013
SAS,-1,0.9,100,10,0.9213507447421143,0.5606386939570132,0.41314903301626127
SAS,-1,0.9,100,11,0.9238223711021031,0.220680783560899,0.266156350981396
SAS,-1,0.9,100,12,0.9131121855132933,0.3571245789448301,0.05953483803383722
SAS,-1,0.9,100,13,0.9221621795032178,0.22714841816507178,0.21546300031966925
SAS,-1,0.9,100,14,0.9393187652679824,0.5812605764855492,0.32746958566548584
SAS,-1,0.9,100,15,0.9351194643816622,0.18560823941101112,0.033556402873901096
SAS,-1,0.9,100,16,0.9187738406940466,0.39063487100913985,0.4558034382578429
SAS,-1,0.9,100,17,0.9287170408546704,0.2892771273872184,0.27801771595423985
SAS,-1,0.9,100,18,0.9195137913894632,0.3173079405687523,0.3037994376257281
SAS,-1,0.9,100,19,0.9347859964963808,0.30479967805652813,0.18728420045190067
SAS,-1,0.9,100,20,0.9372368054241059,0.27913966141598257,0.19506942563275956
