population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-0.25,0.1,250,1,0.9163749757181903,0.03527937861858935,0.007297985222182339
EAS,-0.25,0.1,250,2,0.9194110459562057,0.0646834406359715,0.01887824328960738
EAS,-0.25,0.1,250,3,0.9243082702214321,0.07248546885605,0.006269852944758156
EAS,-0.25,0.1,250,4,0.8625872079255708,0.017231213804874596,0.03229702361088493
EAS,-0.25,0.1,250,5,0.9311580519045608,0.030947839819238165,0.00116512088720228
EAS,-0.25,0.1,250,6,0.9245592152877934,0.01684530806391838,0.02109403411993538
EAS,-0.25,0.1,250,7,0.9208857779602512,0.01550155562527632,0.006985722753436321
EAS,-0.25,0.1,250,8,0.9078176893663072,0.0022068687334989793,7.670329649613775e-07
EAS,-0.25,0.1,250,9,0.9224711102011462,0.0814965155734711,0.07464320516244158
EAS,-0.25,0.1,250,10,0.9040342800316246,0.03564815048019264,0.05006689578333657
EAS,-0.25,0.1,250,11,0.9312285083769579,0.006346264651075977,0.002704137548075035
EAS,-0.25,0.1,250,12,0.9212047325003248,0.003965894742431065,0.0008312872622688146
EAS,-0.25,0.1,250,13,0.9338905021119192,0.02763976520682514,0.011470334466378105
EAS,-0.25,0.1,250,14,0.9328214855007215,0.015034653132936556,0.0011117341737881781
EAS,-0.25,0.1,250,15,0.8898912211267778,0.00553671275471685,0.014184516218965274
EAS,-0.25,0.1,250,16,0.8885022057083982,0.00512437593608885,1.5086991973248407e-06
EAS,-0.25,0.1,250,17,0.9279018412714636,0.005690688390565168,0.008679833138895305
EAS,-0.25,0.1,250,18,0.9148024327098612,0.026953726412151668,0.0007321736892231916
EAS,-0.25,0.1,250,19,0.9273746787925099,0.04124734331427833,0.048001611855778295
EAS,-0.25,0.1,250,20,0.9189955097929725,0.006345300599610683,0.0008053458535408276
