population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.7,1,1,0.9117090775168154,0.005660329107015455,0.006108952141937005
EAS,-1,0.7,1,2,0.8791954998850806,0.5021590881574671,0.6595431771594089
EAS,-1,0.7,1,3,0.919605721617494,0.013320729893162775,0.008450799895361282
EAS,-1,0.7,1,4,0.8847098507924089,0.28881629191518515,0.03130772642775689
EAS,-1,0.7,1,5,0.9436897945960234,0.8180673226471846,0.864376629255446
EAS,-1,0.7,1,6,0.8793875785723628,0.5712990272763413,0.5710387615258242
EAS,-1,0.7,1,7,0.9257642343203686,0.45233445259948923,0.3687035847699407
EAS,-1,0.7,1,8,0.9260962810708849,0.036796015670320224,0.006648395290375613
EAS,-1,0.7,1,9,0.9130055667274781,0.7093911745160082,0.6248146704091868
EAS,-1,0.7,1,10,0.7794844112377958,0.643338836240407,0.6121397029433067
EAS,-1,0.7,1,11,0.8951316271100522,0.042476919710578744,0.0007101764812910334
EAS,-1,0.7,1,12,0.893142867088162,0.5233010327298954,0.6201899937090161
EAS,-1,0.7,1,13,0.9124959513254819,0.009226453448102558,0.003741201819785671
EAS,-1,0.7,1,14,0.8269312187793352,0.017309144613569645,0.06280904202242346
EAS,-1,0.7,1,15,0.9239249607683183,0.033967263573319854,0.006352748703779824
EAS,-1,0.7,1,16,0.8775546190942931,0.04183731931570032,0.028520233416992242
EAS,-1,0.7,1,17,0.9216892160195633,0.6051748253738453,0.6684267500622326
EAS,-1,0.7,1,18,0.9182730155378559,0.032205014877644315,0.0024271994912991404
EAS,-1,0.7,1,19,0.9219419809753147,0.009528737647439202,0.0039661094385785335
EAS,-1,0.7,1,20,0.9264792456453358,0.30634768335226764,0.6040813285889234
