population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.1,512,1,0.9124076567082537,-1,4.85053708203868e-08
AMR,-1,0.1,512,2,0.7607640751468657,-1,0.0029261734508533735
AMR,-1,0.1,512,3,0.9280349793638791,-1,0.00397578960168636
AMR,-1,0.1,512,4,0.9090102802659595,-1,0.084022106429397
AMR,-1,0.1,512,5,0.8828711487183822,-1,0.010901237451771805
AMR,-1,0.1,512,6,0.660995424391815,-1,0.0002496666161057343
AMR,-1,0.1,512,7,0.8913038723767192,-1,0.00019691118354277047
AMR,-1,0.1,512,8,0.8613229439497606,-1,0.020436337400330518
AMR,-1,0.1,512,9,0.8630050401785218,-1,0.0003639533984672423
AMR,-1,0.1,512,10,0.6171142483368309,-1,0.0067375617237478425
AMR,-1,0.1,512,11,0.7551712315602068,-1,0.006032763667662437
AMR,-1,0.1,512,12,0.8557451660039648,-1,0.0013693774506871321
AMR,-1,0.1,512,13,0.8694495720093051,-1,0.008345184378102586
AMR,-1,0.1,512,14,0.7350747808900104,-1,0.0011775266312654352
AMR,-1,0.1,512,15,0.7694580358831403,-1,0.05425956153416596
AMR,-1,0.1,512,16,0.7733885237147408,-1,0.02181611911810638
AMR,-1,0.1,512,17,0.78371072463044,-1,0.036454482953482054
AMR,-1,0.1,512,18,0.8224457012540088,-1,0.014564357575479338
AMR,-1,0.1,512,19,0.8843575109896662,-1,0.005965694897924581
AMR,-1,0.1,512,20,0.7716032852332821,-1,0.0012976095171492394
