population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-0.25,0.9,1,1,0.7210726016866733,-1,0.0009455948744381734
AMR,-0.25,0.9,1,2,0.4994135020992902,-1,0.0010734520001108943
AMR,-0.25,0.9,1,3,0.6469205504353215,-1,0.00862794053540095
AMR,-0.25,0.9,1,4,0.6552701601783846,-1,0.09063154532741756
AMR,-0.25,0.9,1,5,0.6751971049133316,-1,0.06509794583051849
AMR,-0.25,0.9,1,6,0.7632017545867944,-1,0.7929627839175889
AMR,-0.25,0.9,1,7,0.7137670427494663,-1,0.6873130603756894
AMR,-0.25,0.9,1,8,0.786454125142069,-1,0.03960225652996597
AMR,-0.25,0.9,1,9,0.7283469324571703,-1,0.696271142382178
AMR,-0.25,0.9,1,10,0.7073520185925664,-1,0.8603561523416724
AMR,-0.25,0.9,1,11,0.5676718159728606,-1,0.0037038287103055853
AMR,-0.25,0.9,1,12,0.5244917738134222,-1,0.24097031101474872
AMR,-0.25,0.9,1,13,0.9501296777742821,-1,0.9664012869158347
AMR,-0.25,0.9,1,14,0.9231701610277461,-1,0.024931711853032133
AMR,-0.25,0.9,1,15,0.7179879715494839,-1,0.6425222689949626
AMR,-0.25,0.9,1,16,0.5844015802790995,-1,0.1974544467573044
AMR,-0.25,0.9,1,17,0.7987501180972072,-1,0.7704059811877686
AMR,-0.25,0.9,1,18,0.6872803397180592,-1,0.43147526072086867
AMR,-0.25,0.9,1,19,0.6933727785487882,-1,0.5410991271529368
AMR,-0.25,0.9,1,20,0.6768299662889076,-1,0.7164600424068804
