population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.5,1,1,0.9218945803697931,0.09348677337573565,0.04669782313366819
SAS,-0.25,0.5,1,2,0.9293990955650413,0.4952726711705304,0.43150335534666434
SAS,-0.25,0.5,1,3,0.9298611249663578,0.04624993109721314,0.023282541824469784
SAS,-0.25,0.5,1,4,0.9252600978490646,0.029616860104833345,0.04868192365489103
SAS,-0.25,0.5,1,5,0.9236318766496867,0.5635503811885216,0.2512841709298251
SAS,-0.25,0.5,1,6,0.9272880232937661,0.39626247911685286,0.3537941835110813
SAS,-0.25,0.5,1,7,0.9276892569154032,0.40055676690919007,0.4636776450312818
SAS,-0.25,0.5,1,8,0.9315886362223119,0.02821797292290346,0.024440151289110194
SAS,-0.25,0.5,1,9,0.9263136098401663,0.6408025714131255,0.5022403618050971
SAS,-0.25,0.5,1,10,0.9400418001311333,0.5283880026930875,0.5528077594980421
SAS,-0.25,0.5,1,11,0.9268192970193591,0.661641324979057,0.646044665549105
SAS,-0.25,0.5,1,12,0.9357726134313819,0.26990760270824493,0.4337840590282146
SAS,-0.25,0.5,1,13,0.9178360047232923,0.07797198117347608,0.2131784419162703
SAS,-0.25,0.5,1,14,0.9311363478951119,0.10423910057477033,0.012859432291668306
SAS,-0.25,0.5,1,15,0.920331843387002,0.2864881328442066,0.15876328722226338
SAS,-0.25,0.5,1,16,0.9281875634454184,0.14054810490279196,0.05943202123420242
SAS,-0.25,0.5,1,17,0.9359137833642576,0.35327087642809957,0.5354382735759842
SAS,-0.25,0.5,1,18,0.9223991483710329,0.027035769965195144,0.001671224642283543
SAS,-0.25,0.5,1,19,0.9321930033464217,0.27049587201563374,0.2781873599787883
SAS,-0.25,0.5,1,20,0.9228536189573566,0.4934649868563867,0.07133311104133137
