population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.5,1,1,0.918688795951616,0.07635462241304702,2.0250967322259627e-05
EUR,-1,0.5,1,2,0.9149991958421595,0.595557461867941,0.4188212591943773
EUR,-1,0.5,1,3,0.8930782215333598,0.033784802599048515,0.02013388530471277
EUR,-1,0.5,1,4,0.9183037007953474,0.01671099263367464,0.0019271111784159905
EUR,-1,0.5,1,5,0.9130715493630871,0.5374830379311004,0.3803281012995086
EUR,-1,0.5,1,6,0.910815629499598,0.45790532906567755,0.3397085719514958
EUR,-1,0.5,1,7,0.9240199701746001,0.3530471594525309,0.4910521162216327
EUR,-1,0.5,1,8,0.9230412219158499,0.04552246671004175,1.5364496311934937e-05
EUR,-1,0.5,1,9,0.9249007131159704,0.5115196432383835,0.566503821155835
EUR,-1,0.5,1,10,0.915673178992209,0.3025684431482901,0.3609169299654818
EUR,-1,0.5,1,11,0.9183159194736535,0.002344311133916438,0.004698627474361345
EUR,-1,0.5,1,12,0.9108113860451827,0.3579522899952498,0.3707698921862877
EUR,-1,0.5,1,13,0.9289585288650885,0.7016605811836946,0.35920623134867474
EUR,-1,0.5,1,14,0.9370919269453897,0.02424624859212163,0.006860053739582408
EUR,-1,0.5,1,15,0.9269350420761108,0.6300697413771682,0.7366816990175588
EUR,-1,0.5,1,16,0.9193296026629354,0.27798086449574255,0.18654616955187203
EUR,-1,0.5,1,17,0.9339649987950961,0.49672429759372033,0.33102562315870426
EUR,-1,0.5,1,18,0.9287658405115194,0.5342112274633788,0.315895459425033
EUR,-1,0.5,1,19,0.9156564779310828,0.6505798835708357,0.508891987260541
EUR,-1,0.5,1,20,0.9187623218536335,0.487761263727266,0.46236467634470246
