population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-0.25,0.5,512,1,0.905920785521489,0.15752506433644758,0.20433257015932224
EAS,-0.25,0.5,512,2,0.8667140921499452,0.1444250318653715,0.023498390269323974
EAS,-0.25,0.5,512,3,0.8568782183389518,0.1153905808083363,0.0988227571676988
EAS,-0.25,0.5,512,4,0.897270996710116,0.19467180062066702,0.03159646912092467
EAS,-0.25,0.5,512,5,0.8484340689071806,0.10404072219990337,0.14408300531767312
EAS,-0.25,0.5,512,6,0.7778936450249245,0.22605153559630584,0.1994033997062922
EAS,-0.25,0.5,512,7,0.8858316314111665,0.13130182448046981,0.1014770457770974
EAS,-0.25,0.5,512,8,0.822439858994815,0.080678058019107,0.14978561198085807
EAS,-0.25,0.5,512,9,0.8789958209232762,0.1488182669564046,0.025404689002320662
EAS,-0.25,0.5,512,10,0.8618415866137582,0.20707769055585248,0.16560589546624
EAS,-0.25,0.5,512,11,0.8654590031305731,0.09525461064654056,0.08970890750142202
EAS,-0.25,0.5,512,12,0.8791688227142382,0.2799690891467751,0.12033784205190678
EAS,-0.25,0.5,512,13,0.8535868520909499,0.20241425728141493,0.0609181019247873
EAS,-0.25,0.5,512,14,0.7774069658467698,0.08383715100382623,0.06520148960610901
EAS,-0.25,0.5,512,15,0.8563297482099342,0.202507586919009,0.08307419921258352
EAS,-0.25,0.5,512,16,0.8257227349379984,0.07591613174237918,0.08510367343025886
EAS,-0.25,0.5,512,17,0.9199530946283612,0.38940430579186125,0.06000848104010097
EAS,-0.25,0.5,512,18,0.9177703008101005,0.09257183037844118,0.13511144743020434
EAS,-0.25,0.5,512,19,0.880550596022751,0.12188701729651756,0.038006368916042685
EAS,-0.25,0.5,512,20,0.857762681354413,0.15944641824764047,0.16060874745164996
