population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-0.25,0.9,100,1,0.9044135713598223,0.5475299454444658,0.5370394898040446
AFR,-0.25,0.9,100,2,0.8390357025049014,0.22636591331928754,0.22679568696478336
AFR,-0.25,0.9,100,3,0.9249530796175582,0.3771582121758108,0.4955601229851613
AFR,-0.25,0.9,100,4,0.9243032006686409,0.5135186754519666,0.5753376335844028
AFR,-0.25,0.9,100,5,0.9280512499670398,0.4041961537142638,0.3815079261322645
AFR,-0.25,0.9,100,6,0.8773422425873383,0.4286685275245299,0.4758993653787842
AFR,-0.25,0.9,100,7,0.93123638358208,0.4921482619983831,0.34121687162957326
AFR,-0.25,0.9,100,8,0.9233451943382426,0.2302633057820683,0.19734294177591497
AFR,-0.25,0.9,100,9,0.8666895474387798,0.5767594197655331,0.5427286550329963
AFR,-0.25,0.9,100,10,0.8977281122111075,0.2461691689481599,0.3113229574870842
AFR,-0.25,0.9,100,11,0.8994703691343048,0.603771146532991,0.4952909419875579
AFR,-0.25,0.9,100,12,0.9176440869034787,0.4626420326877239,0.5403418114118534
AFR,-0.25,0.9,100,13,0.9184315992680882,0.3620758497598072,0.33597328511934926
AFR,-0.25,0.9,100,14,0.9125917308787922,0.5857042574097424,0.6916227801612674
AFR,-0.25,0.9,100,15,0.9203535257227813,0.5017003619482167,0.5393473178117313
AFR,-0.25,0.9,100,16,0.8867807824653346,0.5852822262027718,0.4097820488763721
AFR,-0.25,0.9,100,17,0.9051961348287686,0.44655712168711326,0.45594743445043207
AFR,-0.25,0.9,100,18,0.9083934646672057,0.43017564204708003,0.5559990188778583
AFR,-0.25,0.9,100,19,0.899626158673489,0.6659490156004009,0.6097024667306296
AFR,-0.25,0.9,100,20,0.9187284404906209,0.5853282658401845,0.3626898471180752
