population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.7,250,1,0.9066015103208049,0.15607154560280206,0.07198825452892028
EUR,-0.25,0.7,250,2,0.9179282301195276,0.5194620520000892,0.26246399529595776
EUR,-0.25,0.7,250,3,0.9314884588587388,0.20404930658650103,0.27199050065018915
EUR,-0.25,0.7,250,4,0.9167404263689519,0.41938089666896683,0.09442832960131013
EUR,-0.25,0.7,250,5,0.888168348546539,0.259921397153424,0.15321703302820874
EUR,-0.25,0.7,250,6,0.9313538013559998,0.4526447571507022,0.32798340278271865
EUR,-0.25,0.7,250,7,0.9292996869806922,0.586787551774584,0.37406860062903075
EUR,-0.25,0.7,250,8,0.9260483212725498,0.2845289527874194,0.24993216413242608
EUR,-0.25,0.7,250,9,0.9151386610404648,0.4395528698584633,0.3425902631242992
EUR,-0.25,0.7,250,10,0.9313379529985436,0.3876597155038301,0.47262588343705825
EUR,-0.25,0.7,250,11,0.9354148855487995,0.3694599646827905,0.1694904520446689
EUR,-0.25,0.7,250,12,0.9253055211980371,0.4419879002546758,0.22635892429806795
EUR,-0.25,0.7,250,13,0.9310898070122157,0.4052461501559723,0.22374781699812893
EUR,-0.25,0.7,250,14,0.9252206668768531,0.6467136118265968,0.45566665591875843
EUR,-0.25,0.7,250,15,0.9029053860757055,0.37309323875582723,0.1251810453874741
EUR,-0.25,0.7,250,16,0.901521592232289,0.5206994399163176,0.37357923879828236
EUR,-0.25,0.7,250,17,0.9210349180492425,0.569522979456741,0.3533782420251598
EUR,-0.25,0.7,250,18,0.9178926808808493,0.4284696714838092,0.29391017617681553
EUR,-0.25,0.7,250,19,0.9236803031104086,0.3754020045174236,0.2917747800035502
EUR,-0.25,0.7,250,20,0.9098146486059412,0.49687158380553637,0.2217668271100478
