population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.7,100,1,0.598807401363031,-1,0.07510731889077443
AMR,-1,0.7,100,2,0.8742251065978511,-1,0.14983957062673003
AMR,-1,0.7,100,3,0.46961674460346575,-1,0.12214989291897047
AMR,-1,0.7,100,4,0.45176849350209924,-1,0.020381940294921342
AMR,-1,0.7,100,5,0.9192817750648263,-1,0.06132545114939693
AMR,-1,0.7,100,6,0.6570978276014375,-1,0.0004163395985318297
AMR,-1,0.7,100,7,0.9067446353166231,-1,0.01035545978617519
AMR,-1,0.7,100,8,0.8827922256959172,-1,0.06599196705171204
AMR,-1,0.7,100,9,0.6093663389284717,-1,0.049205021371640824
AMR,-1,0.7,100,10,0.45508472547751067,-1,0.17249963270809887
AMR,-1,0.7,100,11,0.8375493634369932,-1,0.003813465585169661
AMR,-1,0.7,100,12,0.41424545249686556,-1,0.17214303973143028
AMR,-1,0.7,100,13,0.8998863143365514,-1,0.2421502447833505
AMR,-1,0.7,100,14,0.510101466439929,-1,0.31898862008037165
AMR,-1,0.7,100,15,0.6880338554582749,-1,0.14542207680017488
AMR,-1,0.7,100,16,0.5783823183993688,-1,0.11894982246154633
AMR,-1,0.7,100,17,0.5315939252896577,-1,0.038456987565097314
AMR,-1,0.7,100,18,0.7795010635238829,-1,0.03114968865038675
AMR,-1,0.7,100,19,0.5607030425408653,-1,0.06616554510980027
AMR,-1,0.7,100,20,0.7361775030757931,-1,0.04688185831638921
