population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.5,512,1,0.9279899841514296,0.09858746718714545,0.16167596796421893
SAS,-0.25,0.5,512,2,0.9346868642889687,0.07604951117016386,0.05501893537857821
SAS,-0.25,0.5,512,3,0.9233526625695395,0.08554235678437913,0.05839466100012434
SAS,-0.25,0.5,512,4,0.9231154148369789,0.13872959628631057,0.08704980038312743
SAS,-0.25,0.5,512,5,0.9261473300427437,0.0416960213661965,0.028865526857484503
SAS,-0.25,0.5,512,6,0.9223388189102469,0.0972877535142644,0.0005501182712817013
SAS,-0.25,0.5,512,7,0.9324520969918363,0.1309077337840405,0.0007504568589320206
SAS,-0.25,0.5,512,8,0.9328247193593863,0.11800924480131852,0.0020206954978548913
SAS,-0.25,0.5,512,9,0.9305364943527277,0.024824992592169557,0.06031469066043013
SAS,-0.25,0.5,512,10,0.9286745970119872,0.03571898506235332,0.0027821847318446344
SAS,-0.25,0.5,512,11,0.9295111175381616,0.09431321718860941,0.00011911121888387278
SAS,-0.25,0.5,512,12,0.9388209380385741,0.14762051980143093,0.030809792763405838
SAS,-0.25,0.5,512,13,0.9165931800275299,0.023531784931707232,0.010353903154182
SAS,-0.25,0.5,512,14,0.928627808487285,0.09103293870383018,0.03480292110269508
SAS,-0.25,0.5,512,15,0.9173807091013808,0.06482212966092354,0.034058332231797835
SAS,-0.25,0.5,512,16,0.9151974138508083,0.09867802024738404,0.0723553259685111
SAS,-0.25,0.5,512,17,0.9299620818208694,0.05026357765343648,0.11003581861122667
SAS,-0.25,0.5,512,18,0.9184915583076014,0.10642334173354956,0.022990444061483418
SAS,-0.25,0.5,512,19,0.9221874156079893,0.11335269234797758,0.010911127864036946
SAS,-0.25,0.5,512,20,0.9241746901115226,0.09156550750322709,0.0710780164208987
