population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-1,0.5,10,1,0.9257090058754461,0.2164772535763174,0.047874632366243654
SAS,-1,0.5,10,2,0.9246942504889683,0.26988564251705355,0.1183105936297684
SAS,-1,0.5,10,3,0.927008370738685,0.3226587582049561,0.10661377538398378
SAS,-1,0.5,10,4,0.9113710416557206,0.3478166242549243,0.18017382737106155
SAS,-1,0.5,10,5,0.9264545206408129,0.18051450548227546,0.4663803272767372
SAS,-1,0.5,10,6,0.9291749576371122,0.32254571933079984,0.38870622305504243
SAS,-1,0.5,10,7,0.9235889382613396,0.14923969586472213,0.16377182939798998
SAS,-1,0.5,10,8,0.9310514130886797,0.054188770395359694,0.0019961678470581303
SAS,-1,0.5,10,9,0.9278680085579122,0.23626612410544598,0.46741657652345076
SAS,-1,0.5,10,10,0.9202878652934804,0.2551104062684625,0.07548353443757068
SAS,-1,0.5,10,11,0.9378915735760148,0.48652429881277565,0.5591083862677063
SAS,-1,0.5,10,12,0.9137670567061691,0.20334074271877764,0.08799208165455279
SAS,-1,0.5,10,13,0.9371995373292316,0.48135119872523235,0.5561053493785046
SAS,-1,0.5,10,14,0.9379433238577732,0.11414561525751293,0.08449397493439433
SAS,-1,0.5,10,15,0.9278012079289865,0.007466535664409942,0.007413142629843041
SAS,-1,0.5,10,16,0.9322169716659656,0.012941467870959466,0.00035657409279368476
SAS,-1,0.5,10,17,0.9252762273361047,0.00567582476025026,0.17355164717825777
SAS,-1,0.5,10,18,0.923530927709976,0.36629608695939664,0.2029246500945254
SAS,-1,0.5,10,19,0.9328467061845981,0.25003743766480235,0.3905983593027473
SAS,-1,0.5,10,20,0.9333734760581792,0.12263876161201279,0.11534790923701621
