population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-0.25,0.9,100,1,0.6581703587838622,-1,0.05100247869394709
AMR,-0.25,0.9,100,2,0.9175489536563873,-1,0.27513127562478557
AMR,-0.25,0.9,100,3,0.6695419873628747,-1,0.6639772405328798
AMR,-0.25,0.9,100,4,0.5155291266308324,-1,0.018840894738341326
AMR,-0.25,0.9,100,5,0.8341793849283982,-1,0.11956174805156113
AMR,-0.25,0.9,100,6,0.7080656258094902,-1,9.190130691553059e-05
AMR,-0.25,0.9,100,7,0.6443945145258104,-1,0.004947625512718636
AMR,-0.25,0.9,100,8,0.8746063374202836,-1,0.05523501454481095
AMR,-0.25,0.9,100,9,0.7545949083165375,-1,0.06383800655671582
AMR,-0.25,0.9,100,10,0.5979663597472802,-1,0.21859242542957422
AMR,-0.25,0.9,100,11,0.7867818424039417,-1,0.025450263986310884
AMR,-0.25,0.9,100,12,0.4180584360387766,-1,0.18756074012659904
AMR,-0.25,0.9,100,13,0.858606801482165,-1,0.14133444126862732
AMR,-0.25,0.9,100,14,0.639613326281975,-1,0.5170422046442632
AMR,-0.25,0.9,100,15,0.5552469231143972,-1,0.2889886651575803
AMR,-0.25,0.9,100,16,0.9266751947639025,-1,0.014146183022729134
AMR,-0.25,0.9,100,17,0.5469233947391399,-1,0.05426308567672185
AMR,-0.25,0.9,100,18,0.6777692091173805,-1,0.012350084559683632
AMR,-0.25,0.9,100,19,0.51729183352522,-1,0.1527710500959211
AMR,-0.25,0.9,100,20,0.8670607981487505,-1,0.08101910236415996
