population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-0.25,0.3,250,1,0.9253787518744199,0.046879308072861496,0.005254897605771992
EAS,-0.25,0.3,250,2,0.8644627953919731,0.3080288092784754,0.16493278766925332
EAS,-0.25,0.3,250,3,0.9012857369447402,0.13231499956846046,0.1239331025083848
EAS,-0.25,0.3,250,4,0.8578418561008982,0.009179950521723906,0.021378232438043678
EAS,-0.25,0.3,250,5,0.9100528166830197,0.03868947798179509,5.375630849708924e-05
EAS,-0.25,0.3,250,6,0.9243014510867263,0.1343631698884991,0.18565539198855016
EAS,-0.25,0.3,250,7,0.8566873296925164,0.10068892335164215,0.09934428416267749
EAS,-0.25,0.3,250,8,0.8853863947191067,0.038929973264927725,0.010628752935326183
EAS,-0.25,0.3,250,9,0.8310774427511789,0.11255324844835392,0.013504559230218387
EAS,-0.25,0.3,250,10,0.918502836679523,0.04692048780356037,0.0025075875608667588
EAS,-0.25,0.3,250,11,0.9118873822502875,0.01109032978905722,0.0006180891016042941
EAS,-0.25,0.3,250,12,0.8863548307010001,0.0774357348022587,0.026544973893949438
EAS,-0.25,0.3,250,13,0.8101245618683829,0.0920509902195034,0.10828906117973669
EAS,-0.25,0.3,250,14,0.8235575892700441,0.023425376245115533,0.08556715509272587
EAS,-0.25,0.3,250,15,0.9257035222843981,0.0550399497761435,0.020167865014885527
EAS,-0.25,0.3,250,16,0.8615320960713156,0.056393717201871675,0.00951226440552117
EAS,-0.25,0.3,250,17,0.8975362608109351,0.06090866837666772,0.0501533333231696
EAS,-0.25,0.3,250,18,0.8961619187671547,0.03935630411388863,0.0025514783260836144
EAS,-0.25,0.3,250,19,0.9247148047821976,0.12109056233801145,0.06506201411932998
EAS,-0.25,0.3,250,20,0.9260522138870698,0.019551136299069693,0.0046660461217514675
