IID,predict,actual,pheno_num
HG00732,47.566,-1.238253,1
HG01052,41.4522,0.758769,1
HG01064,27.3911,0.263587,1
HG01069,6.17943,-0.445744,1
HG01079,41.4157,-0.08035,1
HG01085,39.7153,-1.056578,1
HG01111,35.8983,-0.790743,1
HG01142,-0.682275,0.162579,1
HG01168,38.5957,-0.688333,1
HG01182,0.861302,-1.620427,1
HG01183,38.8438,-0.758276,1
HG01200,56.8048,-0.274661,1
HG01269,18.2085,0.279839,1
HG01286,-6.58488,0.149966,1
HG01326,21.0973,-0.267282,1
HG01342,48.4535,-0.020914,1
HG01359,-10.3452,-0.169923,1
HG01360,23.8591,0.150604,1
HG01374,20.6263,0.722077,1
HG01375,24.603,0.29438,1
HG01384,23.1037,0.789935,1
HG01389,28.3458,1.691867,1
HG01395,40.6938,2.281045,1
HG01403,19.3172,0.506732,1
HG01413,26.1778,-0.068549,1
HG01414,42.7191,0.925392,1
HG01440,6.06894,0.508617,1
HG01447,27.9925,0.180439,1
HG01455,17.3514,-0.668434,1
HG01461,14.7781,1.348829,1
HG01465,37.9407,-1.279129,1
HG01488,35.989,2.123868,1
HG01565,-8.33083,0.293095,1
HG01918,-31.7153,-0.193483,1
HG01926,-22.594,-1.185549,1
HG01944,-29.9196,-1.43964,1
HG01945,-27.5458,-0.208166,1
HG01951,-46.451,-2.333197,1
HG01979,5.02935,-0.540649,1
HG02008,-15.4722,-0.025548,1
HG02104,-33.6776,0.693386,1
HG02105,-56.9572,-1.370058,1
HG02252,-20.5741,-0.424893,1
HG02312,-4.90258,2.856636,1
HG02348,-21.7853,-1.692203,1
NA19648,37.4372,-0.184244,1
NA19655,25.4747,-0.400091,1
NA19658,38.5471,-0.275406,1
NA19664,12.6075,-0.462809,1
NA19684,45.1736,-1.589875,1
NA19734,-13.7187,0.487026,1
NA19741,-47.0436,0.204666,1
NA19752,34.6441,-0.095099,1
NA19759,-51.6012,0.51537,1
NA19770,21.266,0.418149,1
HG00732,-42.9351,0.339232,2
HG01052,-37.7514,-2.612346,2
HG01064,-40.413,1.403632,2
HG01069,-7.92004,0.341051,2
HG01079,-54.5574,-0.7246,2
HG01085,-35.6104,0.68348,2
HG01111,-31.2156,-2.164731,2
HG01142,-7.14752,-0.008953,2
HG01168,-45.1232,1.734047,2
HG01182,-23.2947,-0.080721,2
HG01183,-31.5109,0.22145,2
HG01200,-58.9178,-3.325362,2
HG01269,-35.1155,-1.704298,2
HG01286,-13.9229,0.235409,2
HG01326,-33.691,-0.353245,2
HG01342,-36.1891,1.035545,2
HG01359,-7.9903,-0.930147,2
HG01360,-31.1165,0.138262,2
HG01374,-43.312,-0.72047,2
HG01375,-33.5018,1.430044,2
HG01384,-24.2061,-0.058437,2
HG01389,-39.7018,0.112923,2
HG01395,-48.6176,-0.366527,2
HG01403,-34.656,0.596927,2
HG01413,-27.7178,0.24579,2
HG01414,-43.1181,0.299101,2
HG01440,-11.0101,0.867667,2
HG01447,-64.4194,0.142436,2
HG01455,-17.3536,0.344638,2
HG01461,-26.6139,1.367832,2
HG01465,-58.9639,0.684476,2
HG01488,-41.8876,-0.593767,2
HG01565,1.44225,-0.796336,2
HG01918,26.1894,-0.453648,2
HG01926,22.5699,-1.450386,2
HG01944,12.1203,-0.599211,2
HG01945,8.92664,0.054271,2
HG01951,32.7598,1.146312,2
HG01979,-7.65979,0.094013,2
HG02008,4.4651,0.088394,2
HG02104,9.52954,0.487235,2
HG02105,44.1916,1.753213,2
HG02252,0.673609,-0.223448,2
HG02312,-16.4548,-0.771057,2
HG02348,23.8543,1.19425,2
NA19648,-45.5905,0.300015,2
NA19655,-39.5283,-0.950456,2
NA19658,-39.6792,-0.669539,2
NA19664,-40.6699,0.619401,2
NA19684,-41.8754,0.65973,2
NA19734,-3.79351,0.323951,2
NA19741,14.6053,0.416563,2
NA19752,-48.5029,1.131023,2
NA19759,18.1478,1.545632,2
NA19770,-41.7119,-3.555842,2
HG00732,-19.3695,0.042047,3
HG01052,-17.9265,-0.597936,3
HG01064,-5.07599,-0.560264,3
HG01069,-6.33103,0.66491,3
HG01079,-7.00767,1.018293,3
HG01085,-3.68754,-0.586606,3
HG01111,-18.2979,2.146838,3
HG01142,-0.80521,-0.593114,3
HG01168,-16.1262,0.11332,3
HG01182,0.107555,1.563316,3
HG01183,-12.2423,0.860246,3
HG01200,-3.94455,-0.158441,3
HG01269,-9.01797,-0.45714,3
HG01286,-7.33516,-1.056622,3
HG01326,-12.5786,0.701213,3
HG01342,-7.07654,-1.422451,3
HG01359,-1.93024,0.070916,3
HG01360,-4.64268,0.245222,3
HG01374,-4.27844,-2.231179,3
HG01375,0.6734,0.099398,3
HG01384,-13.9888,-0.96862,3
HG01389,-11.9481,-1.147241,3
HG01395,-24.3194,-0.284248,3
HG01403,11.2356,-0.546611,3
HG01413,-13.9354,-0.627247,3
HG01414,-3.75366,-0.954178,3
HG01440,-0.049242,0.249394,3
HG01447,-13.9168,0.198894,3
HG01455,-2.61659,0.628914,3
HG01461,1.34278,-0.630143,3
HG01465,-16.5769,-0.280759,3
HG01488,-17.669,0.01,3
HG01565,0.471734,-0.853809,3
HG01918,-0.531944,-1.587351,3
HG01926,6.02412,0.479425,3
HG01944,-1.15049,0.633014,3
HG01945,-0.393628,0.054927,3
HG01951,11.5369,-0.197945,3
HG01979,-2.59108,0.468312,3
HG02008,10.3863,0.611486,3
HG02104,0.241981,-0.500153,3
HG02105,9.17493,0.174661,3
HG02252,2.15745,-0.761206,3
HG02312,-17.7977,-0.453807,3
HG02348,9.36255,-1.279055,3
NA19648,-5.66111,0.167566,3
NA19655,-10.6589,0.398828,3
NA19658,-12.6309,0.015113,3
NA19664,-13.2609,0.153889,3
NA19684,-8.72066,0.099825,3
NA19734,7.73228,0.459506,3
NA19741,1.84557,0.443453,3
NA19752,-12.0359,0.522517,3
NA19759,0.590328,0.534158,3
NA19770,-10.0815,-1.031638,3
HG00732,21.8082,-0.726421,4
HG01052,29.4599,-1.509565,4
HG01064,37.1993,-0.635965,4
HG01069,12.5497,1.601677,4
HG01079,22.3009,-0.396094,4
HG01085,29.986,-0.308424,4
HG01111,23.4932,-1.804263,4
HG01142,31.0002,0.55058,4
HG01168,30.5734,-0.5285,4
HG01182,40.9357,1.381988,4
HG01183,9.06548,-1.807872,4
HG01200,25.0489,-0.431308,4
HG01269,46.4606,-0.266781,4
HG01286,13.7087,0.905432,4
HG01326,19.6841,-0.7412,4
HG01342,42.4836,1.093968,4
HG01359,39.9186,-0.663925,4
HG01360,36.8129,2.071413,4
HG01374,4.06265,-0.394468,4
HG01375,18.9728,0.037493,4
HG01384,15.2286,1.03516,4
HG01389,12.1589,0.103088,4
HG01395,33.1226,-0.62,4
HG01403,38.7259,-0.106285,4
HG01413,24.9951,0.089621,4
HG01414,39.3282,-1.124376,4
HG01440,31.7358,-0.985395,4
HG01447,35.1064,-1.593731,4
HG01455,5.81137,0.046445,4
HG01461,11.2186,-0.697347,4
HG01465,33.202,-0.845651,4
HG01488,30.2364,-0.041219,4
HG01565,-3.23629,-1.27629,4
HG01918,-1.07876,-0.423566,4
HG01926,-27.0189,-0.104121,4
HG01944,8.63962,1.101988,4
HG01945,-2.58263,0.465473,4
HG01951,20.2507,-0.188518,4
HG01979,0.044272,0.719312,4
HG02008,-8.02682,0.55154,4
HG02104,-0.400591,1.092174,4
HG02105,-6.23343,0.025548,4
HG02252,-1.77969,-1.228955,4
HG02312,7.30423,0.165941,4
HG02348,-8.5829,-1.321887,4
NA19648,22.3036,-2.641749,4
NA19655,30.3879,-1.445767,4
NA19658,16.3694,-0.263583,4
NA19664,18.075,-0.779122,4
NA19684,14.643,-1.275286,4
NA19734,8.27448,-0.151199,4
NA19741,8.18833,-1.168352,4
NA19752,30.4788,-0.482703,4
NA19759,-15.0211,-0.084555,4
NA19770,19.2377,-0.288635,4
HG00732,3.18154,1.716954,5
HG01052,0.499715,-0.951738,5
HG01064,3.12118,-0.96133,5
HG01069,-2.43189,1.103169,5
HG01079,4.34082,0.631129,5
HG01085,1.74413,-1.41073,5
HG01111,1.78554,-1.441445,5
HG01142,0.845898,-0.008583,5
HG01168,2.47881,-0.575924,5
HG01182,-4.0313,-1.15239,5
HG01183,0.546681,0.076098,5
HG01200,1.80431,-0.510385,5
HG01269,1.85208,-0.350684,5
HG01286,-6.46094,-3.239856,5
HG01326,-7.0852,-2.641857,5
HG01342,0.293969,0.917044,5
HG01359,-2.17541,-0.655168,5
HG01360,-1.25718,0.302482,5
HG01374,1.77695,-0.005224,5
HG01375,2.39376,0.410919,5
HG01384,1.31305,0.336698,5
HG01389,-1.25179,-0.039104,5
HG01395,1.86272,0.87086,5
HG01403,-3.74062,-0.307084,5
HG01413,-1.42864,-0.166254,5
HG01414,1.21558,0.100492,5
HG01440,0.58054,-0.9632,5
HG01447,0.483644,-0.288396,5
HG01455,-0.075475,-2.122063,5
HG01461,-0.348385,0.373704,5
HG01465,1.50435,-0.184852,5
HG01488,-0.143425,-0.642241,5
HG01565,0.495161,1.30894,5
HG01918,-6.13184,-0.26457,5
HG01926,-0.708395,-0.152048,5
HG01944,-0.000353,0.951912,5
HG01945,-1.99332,-0.135321,5
HG01951,-9.007,-3.186792,5
HG01979,-2.23165,-0.380541,5
HG02008,-12.0794,-2.637221,5
HG02104,-3.47511,-0.625519,5
HG02105,-10.2552,-1.924007,5
HG02252,-4.1469,0.461493,5
HG02312,-0.39039,-0.728157,5
HG02348,-10.5338,-2.331428,5
NA19648,4.51537,1.986035,5
NA19655,-0.283332,0.526345,5
NA19658,-0.007627,1.796298,5
NA19664,-3.47385,-3.918622,5
NA19684,-1.6213,0.216935,5
NA19734,-2.15534,1.079023,5
NA19741,-3.48052,0.756196,5
NA19752,2.38631,-0.005984,5
NA19759,-10.6194,-0.704988,5
NA19770,0.824032,0.027277,5
HG00732,57.5281,2.041751,6
HG01052,22.5491,-0.963117,6
HG01064,30.8676,-0.296662,6
HG01069,27.6622,1.367505,6
HG01079,49.3086,0.799944,6
HG01085,49.425,0.250439,6
HG01111,30.0649,-0.311809,6
HG01142,27.9817,-1.270425,6
HG01168,44.997,0.301761,6
HG01182,43.6486,0.162571,6
HG01183,19.1136,-0.039666,6
HG01200,43.6624,0.674253,6
HG01269,47.1557,0.422788,6
HG01286,-3.56448,0.374227,6
HG01326,40.4809,-0.187429,6
HG01342,41.5575,0.043666,6
HG01359,6.6831,0.722928,6
HG01360,33.9208,-0.854585,6
HG01374,33.9941,0.163371,6
HG01375,28.9762,-1.623085,6
HG01384,39.4934,0.644162,6
HG01389,40.9657,0.429864,6
HG01395,51.1876,0.562647,6
HG01403,19.0595,1.121117,6
HG01413,38.5373,-1.193695,6
HG01414,45.29,0.817726,6
HG01440,20.6625,-0.696861,6
HG01447,45.9218,1.224616,6
HG01455,6.97124,-0.426319,6
HG01461,5.70541,-0.322139,6
HG01465,26.1604,0.335905,6
HG01488,30.3943,0.922892,6
HG01565,-14.1293,0.056482,6
HG01918,-41.044,-0.912146,6
HG01926,-30.785,0.342409,6
HG01944,-31.2912,-0.083046,6
HG01945,-35.9695,0.094025,6
HG01951,-24.9842,1.479595,6
HG01979,-9.51403,0.049216,6
HG02008,-9.24757,-0.639519,6
HG02104,-28.397,-0.444407,6
HG02105,-58.7129,0.042206,6
HG02252,-14.5724,-0.583302,6
HG02312,-9.00041,-1.196819,6
HG02348,-26.9127,-1.279033,6
NA19648,20.8486,-0.239311,6
NA19655,20.5995,-0.779404,6
NA19658,35.0541,1.307109,6
NA19664,26.6647,0.239551,6
NA19684,33.546,-0.054069,6
NA19734,-13.6339,0.343931,6
NA19741,-32.9444,-0.49836,6
NA19752,28.8431,-0.558262,6
NA19759,-37.7143,1.226477,6
NA19770,27.7731,-1.211624,6
HG00732,20.5116,-0.236541,7
HG01052,21.7028,0.057206,7
HG01064,16.1391,-3.795046,7
HG01069,-1.46581,-0.299382,7
HG01079,20.8218,0.613632,7
