population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-0.25,0.7,100,1,0.6200294232293141,-1,0.031656541497841986
AMR,-0.25,0.7,100,2,0.8667656634342737,-1,0.26871139440867786
AMR,-0.25,0.7,100,3,0.5644432653846195,-1,0.08985148593909666
AMR,-0.25,0.7,100,4,0.5594275893473397,-1,0.030155167913527185
AMR,-0.25,0.7,100,5,0.6657768557670035,-1,0.032697485515908696
AMR,-0.25,0.7,100,6,0.6786105815493457,-1,0.006458372517905315
AMR,-0.25,0.7,100,7,0.8176002182847217,-1,0.03579316500511854
AMR,-0.25,0.7,100,8,0.7623678676379926,-1,0.019480057085633013
AMR,-0.25,0.7,100,9,0.6285127438322029,-1,0.057866920761164176
AMR,-0.25,0.7,100,10,0.7273273757002782,-1,0.0031793691015121754
AMR,-0.25,0.7,100,11,0.8698346593318772,-1,0.005008819582294394
AMR,-0.25,0.7,100,12,0.41076062915313494,-1,0.21591115307958278
AMR,-0.25,0.7,100,13,0.6924992014270718,-1,0.043116962473704286
AMR,-0.25,0.7,100,14,0.5738539748976049,-1,0.4904856119409899
AMR,-0.25,0.7,100,15,0.5025128562572304,-1,0.180355316763543
AMR,-0.25,0.7,100,16,0.9230847989107122,-1,0.03912397251631714
AMR,-0.25,0.7,100,17,0.6390427289681028,-1,0.0647757784541331
AMR,-0.25,0.7,100,18,0.7765058467813278,-1,0.0042966461546176836
AMR,-0.25,0.7,100,19,0.46044532724312587,-1,0.09231823684013077
AMR,-0.25,0.7,100,20,0.6319388354590101,-1,0.08940956616237294
