population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-1,0.9,100,1,0.8489099514358291,0.5672015974887505,0.5999572263676449
AFR,-1,0.9,100,2,0.8726271295028226,0.06872075906697378,0.22172937435474147
AFR,-1,0.9,100,3,0.8786612694061886,0.25600220058683393,0.3224367757243806
AFR,-1,0.9,100,4,0.9239539356490842,0.2615436637296198,0.4190287749831592
AFR,-1,0.9,100,5,0.9229324099547206,0.3405520566906199,0.3432063179379243
AFR,-1,0.9,100,6,0.9033599730899359,0.4416935124688533,0.3551594398572217
AFR,-1,0.9,100,7,0.9148086388165702,0.42982333613964885,0.24266348912982635
AFR,-1,0.9,100,8,0.9106101874767405,0.32320983211018217,0.27262651644726354
AFR,-1,0.9,100,9,0.8824383054639255,0.6133799247606408,0.6100993800036995
AFR,-1,0.9,100,10,0.8981195496575601,0.1968585841683369,0.19764043063924538
AFR,-1,0.9,100,11,0.8779089478615074,0.5331776227420439,0.5561031839941408
AFR,-1,0.9,100,12,0.9168860853836559,0.42099332965495906,0.477619486405519
AFR,-1,0.9,100,13,0.9158073386054164,0.1460172538139611,0.21379435814852596
AFR,-1,0.9,100,14,0.9075919065813762,0.664621943280246,0.6369437322425264
AFR,-1,0.9,100,15,0.9250728956560741,0.4683837988249913,0.5416460225201599
AFR,-1,0.9,100,16,0.8371329814561368,0.5370003466190982,0.3049486041820863
AFR,-1,0.9,100,17,0.8890274106717422,0.45926958399362056,0.39695933083996854
AFR,-1,0.9,100,18,0.9190777891640172,0.39446556149168094,0.48187128328988893
AFR,-1,0.9,100,19,0.8735378499978953,0.5260310573193893,0.49864101712117814
AFR,-1,0.9,100,20,0.8631930918722607,0.39589040104105716,0.24131007435195126
