IID,predict,actual,pheno_num
HG00732,56.6508,0.593505,1
HG01052,46.4754,0.23337,1
HG01064,30.2304,1.353036,1
HG01069,10.5714,-0.284351,1
HG01079,57.2682,0.490792,1
HG01085,37.9963,-0.71973,1
HG01111,38.7758,-1.186095,1
HG01142,19.6113,-0.990921,1
HG01168,41.1745,0.789803,1
HG01182,13.8804,0.273048,1
HG01183,25.7318,-0.590359,1
HG01200,43.4785,-0.153479,1
HG01269,33.928,-0.594109,1
HG01286,18.5072,0.042591,1
HG01326,37.1442,0.11693,1
HG01342,32.5936,-0.059624,1
HG01359,19.8207,-0.925458,1
HG01360,24.6658,1.330043,1
HG01374,27.1683,0.036684,1
HG01375,7.61148,-1.218971,1
HG01384,36.6176,-0.233763,1
HG01389,29.9492,-1.341646,1
HG01395,37.2899,3.969842,1
HG01403,35.9553,0.752268,1
HG01413,35.2382,-0.502858,1
HG01414,31.1493,-0.104516,1
HG01440,6.29871,1.180377,1
HG01447,33.6782,0.808824,1
HG01455,28.7051,0.227023,1
HG01461,18.5709,-0.583181,1
HG01465,47.8,0.119327,1
HG01488,44.442,-0.615912,1
HG01565,2.99302,0.393836,1
HG01918,-15.2948,-0.311608,1
HG01926,-15.3212,-0.554739,1
HG01944,-11.8374,-0.083947,1
HG01945,-8.54696,-0.63486,1
HG01951,-27.4349,-1.190322,1
HG01979,15.3603,-0.941546,1
HG02008,-11.2117,-0.405701,1
HG02104,-22.1746,0.43771,1
HG02105,-27.7403,0.241481,1
HG02252,-1.80419,0.71586,1
HG02312,11.2891,4.231102,1
HG02348,-12.6212,-0.452058,1
NA19648,34.168,-0.333857,1
NA19655,30.416,-0.771876,1
NA19658,31.1098,-0.133846,1
NA19664,18.6504,0.134046,1
NA19684,31.908,-0.68749,1
NA19734,1.73661,-0.073832,1
NA19741,-17.3261,-0.579443,1
NA19752,52.6624,-0.102805,1
NA19759,-16.7177,0.204644,1
NA19770,21.9006,-0.606104,1
HG00732,-58.6004,0.081633,2
HG01052,-55.679,0.536773,2
HG01064,-51.0226,0.45858,2
HG01069,-24.1945,0.985143,2
HG01079,-48.2959,0.613415,2
HG01085,-43.7774,0.464591,2
HG01111,-40.0637,0.960447,2
HG01142,-35.4866,-1.602378,2
HG01168,-40.6748,1.053677,2
HG01182,-30.9762,0.355772,2
HG01183,-31.4716,0.059318,2
HG01200,-60.3019,0.025354,2
HG01269,-52.4267,-0.926375,2
HG01286,-21.7737,-0.094345,2
HG01326,-46.1827,-1.20008,2
HG01342,-36.1247,-0.357098,2
HG01359,-25.4623,1.099143,2
HG01360,-43.5282,-2.188978,2
HG01374,-42.8221,1.080314,2
HG01375,-41.7163,1.115497,2
HG01384,-31.3073,0.316532,2
HG01389,-31.844,0.089701,2
HG01395,-61.2272,0.657518,2
HG01403,-48.7082,0.533093,2
HG01413,-43.6486,0.185408,2
HG01414,-67.4319,0.535699,2
HG01440,-30.5838,0.248038,2
HG01447,-69.9196,0.643974,2
HG01455,-16.8326,0.738142,2
HG01461,-27.1121,0.077908,2
HG01465,-49.0589,0.260898,2
HG01488,-45.6034,0.598404,2
HG01565,4.90138,-1.295348,2
HG01918,33.2022,0.638233,2
HG01926,25.7361,0.522628,2
HG01944,-0.096595,0.380872,2
HG01945,12.6753,0.511267,2
HG01951,24.7943,0.664137,2
HG01979,-10.2168,0.207763,2
HG02008,7.29678,-0.249587,2
HG02104,25.1856,0.124737,2
HG02105,41.7854,-0.216476,2
HG02252,-2.46989,0.809325,2
HG02312,-5.34678,-2.354259,2
HG02348,17.8478,0.248917,2
NA19648,-48.795,-2.980773,2
NA19655,-34.5091,0.295646,2
NA19658,-35.8218,0.371975,2
NA19664,-32.516,0.542308,2
NA19684,-41.6247,0.48506,2
NA19734,9.27927,0.174766,2
NA19741,32.0121,0.743205,2
NA19752,-52.8202,0.058373,2
NA19759,40.1268,-0.051414,2
NA19770,-43.159,-0.618215,2
HG00732,53.8037,0.317918,3
HG01052,51.8956,-0.983845,3
HG01064,45.8998,-0.270922,3
HG01069,16.8448,0.143664,3
HG01079,45.9662,-0.525139,3
HG01085,56.6101,0.179184,3
HG01111,33.5689,-0.439531,3
HG01142,44.7746,-0.266201,3
HG01168,39.5573,0.162617,3
HG01182,19.7895,-0.894105,3
HG01183,44.837,-0.777446,3
HG01200,38.3951,0.150728,3
HG01269,54.7524,-0.430174,3
HG01286,16.5571,0.489411,3
HG01326,33.6452,-1.027215,3
HG01342,48.5065,-0.490577,3
HG01359,4.13664,-0.220269,3
HG01360,49.6933,0.328328,3
HG01374,45.2809,0.448607,3
HG01375,56.4855,-0.215259,3
HG01384,44.8752,-0.145745,3
HG01389,39.9816,-0.171734,3
HG01395,57.1734,-0.865711,3
HG01403,49.4764,0.383871,3
HG01413,34.884,-0.467212,3
HG01414,47.3175,0.590412,3
HG01440,26.3115,0.382219,3
HG01447,52.5076,0.3297,3
HG01455,19.1656,-0.158138,3
HG01461,22.008,-0.396606,3
HG01465,33.599,-0.645261,3
HG01488,32.7455,0.016377,3
HG01565,13.8634,0.579071,3
HG01918,-15.6012,1.298355,3
HG01926,-1.53925,0.16218,3
HG01944,3.92413,-0.322993,3
HG01945,-10.0517,0.288218,3
HG01951,9.81495,0.563018,3
HG01979,19.0372,0.476378,3
HG02008,7.45266,-0.973111,3
HG02104,-3.46583,0.052121,3
HG02105,-16.8753,0.005951,3
HG02252,-5.73203,-0.355878,3
HG02312,18.2995,0.410401,3
HG02348,0.320457,0.052718,3
NA19648,31.4418,-0.049759,3
NA19655,25.2939,-1.041239,3
NA19658,26.3105,-0.181917,3
NA19664,48.9309,-0.583911,3
NA19684,29.306,-0.631289,3
NA19734,12.4864,-0.531222,3
NA19741,-24.2218,0.686717,3
NA19752,43.0991,-0.618636,3
NA19759,-13.1443,-0.501951,3
NA19770,35.5178,-1.074691,3
HG00732,32.1969,0.330446,4
HG01052,30.3965,0.100171,4
HG01064,47.9919,-0.617918,4
HG01069,26.1938,0.017978,4
HG01079,33.9289,-1.657623,4
HG01085,35.6606,-0.27096,4
HG01111,27.1131,-0.623318,4
HG01142,46.5374,0.68613,4
HG01168,38.7252,-1.131649,4
HG01182,33.061,-0.741711,4
HG01183,27.3252,-0.711153,4
HG01200,46.1555,-0.280124,4
HG01269,66.0569,-0.467182,4
HG01286,24.5111,-0.675059,4
HG01326,24.0607,-0.278661,4
HG01342,53.2039,1.488196,4
HG01359,24.7382,0.248962,4
HG01360,58.4166,1.02369,4
HG01374,27.1951,-0.687957,4
HG01375,38.0465,0.244558,4
HG01384,27.1377,1.394982,4
HG01389,32.4806,-0.921239,4
HG01395,48.8367,-0.565646,4
HG01403,49.0796,0.009317,4
HG01413,31.994,0.267377,4
HG01414,42.3338,-0.573217,4
HG01440,29.2355,-0.365477,4
HG01447,48.3728,0.865244,4
HG01455,8.9336,-1.136895,4
HG01461,21.162,0.609451,4
HG01465,23.6792,-0.109446,4
HG01488,35.1823,-1.955326,4
HG01565,18.4125,-1.160317,4
HG01918,-9.09208,0.752945,4
HG01926,-13.5121,-0.986054,4
HG01944,-0.61797,-0.528883,4
HG01945,-4.20353,0.01169,4
HG01951,5.54129,-0.626207,4
HG01979,3.98761,-0.522046,4
HG02008,6.9579,-1.091923,4
HG02104,-15.5754,-0.342378,4
HG02105,-14.7726,-0.027651,4
HG02252,-1.04694,0.141176,4
HG02312,6.66393,-0.117806,4
HG02348,-1.28264,-0.355798,4
NA19648,18.6299,-0.398296,4
NA19655,29.8022,-0.432781,4
NA19658,43.0074,-0.200775,4
NA19664,40.1007,-0.540383,4
NA19684,26.639,-0.848502,4
NA19734,6.07254,0.168142,4
NA19741,-9.25927,0.396024,4
NA19752,33.0978,-0.605152,4
NA19759,-9.59648,-0.324454,4
NA19770,29.3603,-1.338362,4
HG00732,-45.2086,-0.614019,5
HG01052,-44.7472,0.207309,5
HG01064,-38.8998,-0.596039,5
HG01069,-22.6061,-0.569818,5
HG01079,-33.9641,0.600464,5
HG01085,-39.1797,0.04001,5
HG01111,-49.7303,0.547076,5
HG01142,-33.1733,0.747246,5
HG01168,-31.8565,0.941785,5
HG01182,-22.383,0.438649,5
HG01183,-26.2946,-0.305637,5
HG01200,-36.0915,1.014286,5
HG01269,-45.9648,-0.848866,5
HG01286,-19.5477,0.465786,5
