IID,predict,actual,pheno_num
HG01894,-0.78705,-0.521474,1
HG02013,0.823391,0.919386,1
HG02332,-1.4554,-1.189547,1
HG02343,-0.147207,1.198474,1
HG02427,-1.10909,-2.974977,1
HG02449,-0.113784,-0.816328,1
HG02455,-0.753627,0.385696,1
HG02471,-0.753627,-0.654045,1
HG02496,-1.84429,0.225559,1
HG02497,-0.451384,0.033339,1
HG02549,-0.422604,-1.741662,1
HG02557,1.15415,1.170235,1
HG02558,-1.50725,-2.578519,1
HG02568,-0.78705,-0.565964,1
HG02570,-1.14251,-0.490915,1
HG02611,0.823391,0.122328,1
HG02628,-0.782407,-1.013363,1
HG02678,-1.89614,-0.376564,1
HG02703,-0.753627,-1.289585,1
HG02760,-0.388882,-0.91957,1
HG02804,1.54767,0.919544,1
HG02810,-1.11373,-2.794138,1
HG02814,-0.720204,-1.234903,1
HG02851,-0.815562,-0.484965,1
HG02882,-0.782407,-0.814841,1
HG02884,-1.346,-0.446805,1
HG02891,-0.456027,0.447992,1
HG02895,-2.56449,-1.52221,1
HG02922,0.60642,-0.643812,1
HG02923,-1.53603,-0.597397,1
HG02943,-0.142564,-1.518892,1
HG02944,-2.17561,-0.702936,1
HG02971,0.429866,0.714156,1
HG02981,0.216971,-0.99575,1
HG03025,0.188191,0.814633,1
HG03039,-2.59791,-0.200686,1
HG03040,-1.53139,-1.643958,1
HG03046,-1.14251,-0.440391,1
HG03073,1.18814,-0.353441,1
HG03078,-0.924971,-2.399155,1
HG03079,-0.782407,-0.522088,1
HG03085,1.79399,0.511502,1
HG03099,-1.14251,-0.886397,1
HG03109,0.970598,0.773098,1
HG03169,-1.14715,-1.592467,1
HG03199,-1.14251,-1.184096,1
HG03224,-0.536656,-0.056347,1
HG03265,0.246318,0.743156,1
HG03270,-1.84893,-0.534312,1
HG03291,0.60642,-0.806483,1
HG03342,-0.360102,0.830976,1
HG03351,-1.50261,-1.8839,1
HG03369,-1.50725,-1.668442,1
HG03380,-0.78705,-1.475382,1
HG03385,-0.78705,-0.521856,1
HG03388,-0.753627,-0.99926,1
HG03394,-0.748984,-1.28692,1
HG03436,0.581716,-1.104496,1
HG03455,-0.753627,0.010714,1
HG03457,1.78991,2.394939,1
HG03458,-1.14715,0.173448,1
HG03485,-0.782407,-0.513398,1
HG03521,-1.28972,-1.841232,1
HG03563,0.463856,0.663062,1
NA18486,0.188191,-0.28895,1
NA18498,-1.14251,-1.046922,1
NA18505,-1.53603,-3.168227,1
NA18861,0.970598,-1.276926,1
NA18867,0.823391,0.948815,1
NA18874,-0.748984,-1.528831,1
NA18881,-0.782407,-0.501856,1
NA18915,0.610496,0.32206,1
NA18916,-1.53603,-0.462136,1
NA19017,-2.23781,-2.438138,1
NA19019,-0.393525,-0.009647,1
NA19020,-2.20903,-0.888083,1
NA19026,-1.13787,-1.384454,1
NA19108,-2.17561,-2.518196,1
NA19137,-0.820205,-1.360206,1
NA19144,-1.49797,-0.891001,1
NA19149,0.463856,-0.159272,1
NA19190,-0.176554,0.126599,1
NA19200,-0.565436,-0.637263,1
NA19207,0.216971,0.981503,1
NA19225,-0.720204,0.552334,1
NA19257,-0.143131,-2.342743,1
NA19309,-0.393525,-1.547123,1
NA19315,-1.14251,-1.932818,1
NA19331,-0.393525,-0.79232,1
NA19379,0.0,-2.249449,1
NA19383,-0.388882,-3.194237,1
NA19384,1.57702,0.463983,1
NA19390,-0.748984,-0.416654,1
NA19404,1.18757,0.216536,1
NA19431,0.216971,-1.11381,1
NA19439,-2.56449,-2.294365,1
NA19448,2.15409,1.203948,1
