IID,predict,actual,pheno_num
HG01894,0.0,0.227514,1
HG02013,0.0,-1.898264,1
HG02332,0.0,0.249671,1
HG02343,0.0,0.084447,1
HG02427,0.0,-1.877976,1
HG02449,-0.617775,-0.510117,1
HG02455,0.0,0.542739,1
HG02471,0.0,0.74496,1
HG02496,-0.617775,0.001213,1
HG02497,-0.721335,-3.070679,1
HG02549,0.0,-0.915929,1
HG02557,0.0,-0.295832,1
HG02558,0.0,-1.29708,1
HG02568,-0.721335,-0.728505,1
HG02570,-0.617775,-0.273951,1
HG02611,-0.721335,-0.197368,1
HG02628,0.0,1.315797,1
HG02678,-0.617775,0.334591,1
HG02703,0.0,0.607591,1
HG02760,-0.617775,-2.111777,1
HG02804,0.0,-0.276156,1
HG02810,-0.721335,0.133541,1
HG02814,0.0,0.841018,1
HG02851,-0.617775,0.028126,1
HG02882,0.0,0.019731,1
HG02884,-0.617775,0.498559,1
HG02891,0.0,0.32695,1
HG02895,0.0,0.101823,1
HG02922,0.0,0.055009,1
HG02923,-0.617775,-2.525386,1
HG02943,-0.721335,-1.928618,1
HG02944,0.0,0.245045,1
HG02971,-0.617775,-1.46999,1
HG02981,0.0,0.048935,1
HG03025,0.0,-0.116633,1
HG03039,0.0,-2.191504,1
HG03040,-1.33911,-0.39912,1
HG03046,-0.617775,-0.372039,1
HG03073,-0.721335,0.282308,1
HG03078,-1.33911,0.767515,1
HG03079,0.0,0.482863,1
HG03085,-0.721335,-2.648068,1
HG03099,-0.617775,-0.098031,1
HG03109,0.0,0.024259,1
HG03169,0.0,0.462328,1
HG03199,-0.617775,-0.207993,1
HG03224,0.0,-0.019233,1
HG03265,0.0,0.538176,1
HG03270,0.0,0.837035,1
HG03291,0.0,0.742244,1
HG03342,0.0,0.413239,1
HG03351,0.0,-0.824719,1
HG03369,0.0,1.623195,1
HG03380,0.0,0.257918,1
HG03385,0.0,-0.548081,1
HG03388,0.0,-0.118779,1
HG03394,0.0,0.180926,1
HG03436,0.0,-0.822198,1
HG03455,0.0,1.474918,1
HG03457,0.0,0.727619,1
HG03458,0.0,1.388626,1
HG03485,-0.617775,-0.871946,1
HG03521,-1.33911,-2.038593,1
HG03563,0.0,-1.205204,1
NA18486,0.0,-0.251031,1
NA18498,-0.617775,-0.867458,1
NA18505,-0.617775,-0.74991,1
NA18861,0.0,-0.691717,1
NA18867,0.0,0.363215,1
NA18874,0.0,-0.587656,1
NA18881,0.0,1.332837,1
NA18915,0.0,1.396604,1
NA18916,-0.617775,-0.625193,1
NA19017,-0.617775,-2.088433,1
NA19019,0.0,0.974457,1
NA19020,0.0,-1.306157,1
NA19026,-0.617775,-0.794603,1
NA19108,-0.617775,-0.743966,1
NA19137,-0.617775,1.187644,1
NA19144,-0.617775,0.429072,1
NA19149,0.0,-0.450331,1
NA19190,0.0,0.216984,1
NA19200,0.0,0.349643,1
NA19207,0.0,-0.229689,1
NA19225,0.0,-0.61304,1
NA19257,-0.617775,-0.142861,1
NA19309,-0.721335,-0.898556,1
NA19315,-0.617775,-1.165676,1
NA19331,0.0,-0.571817,1
NA19379,0.0,-2.765798,1
NA19383,-0.617775,-2.122542,1
NA19384,0.0,0.666612,1
NA19390,0.0,-0.997427,1
NA19404,-0.721335,-0.401311,1
NA19431,0.0,0.224163,1
NA19439,-1.95688,-0.438706,1
NA19448,-0.721335,1.753084,1
NA19449,-0.721335,-1.911902,1
NA19462,0.0,-0.127745,1
NA19466,0.0,-0.153214,1
NA19701,-0.721335,-1.275364,1
NA19711,0.0,-0.779631,1
NA19923,0.0,-0.233023,1
NA20291,-0.617775,-0.388784,1
NA20294,0.0,-1.24338,1
NA20340,-0.617775,-1.083427,1
NA20342,0.0,-0.352386,1
NA20355,-0.617775,-0.131688,1
NA20412,-0.721335,-0.191802,1
HG01894,2.15667,1.033349,2
HG02013,2.24702,0.300572,2
HG02332,2.44095,0.309528,2
HG02343,1.68393,0.25207,2
HG02427,0.021534,-2.73927,2
HG02449,-0.994736,0.131587,2
HG02455,2.99846,0.86881,2
HG02471,-0.248389,-0.710147,2
HG02496,1.43819,-0.081661,2
HG02497,1.82487,-0.165808,2
HG02549,3.2312,0.044458,2
HG02557,1.90217,-1.735052,2
HG02558,1.08169,-1.950066,2
HG02568,2.18667,0.543869,2
HG02570,3.67397,0.284652,2
HG02611,1.56794,-0.766155,2
HG02628,1.03945,-0.024206,2
HG02678,0.16149,-1.964535,2
HG02703,3.43618,0.852063,2
HG02760,2.33994,0.503342,2
HG02804,0.876146,1.232316,2
HG02810,2.87642,0.179604,2
HG02814,3.50333,0.135298,2
HG02851,3.63169,1.198666,2
HG02882,2.02323,0.077701,2
HG02884,1.35184,0.264601,2
HG02891,2.09212,1.950303,2
HG02895,3.70553,0.559688,2
HG02922,3.12425,-0.729547,2
HG02923,0.179087,-1.474318,2
HG02943,0.847087,-0.833641,2
HG02944,0.348375,0.733607,2
HG02971,1.77492,0.60804,2
HG02981,2.32839,-1.7424,2
HG03025,1.18991,0.127869,2
HG03039,2.10273,0.680496,2
HG03040,1.69371,-0.447618,2
HG03046,2.49607,0.250925,2
HG03073,4.83999,-0.223206,2
HG03078,0.098057,-1.463372,2
HG03079,1.44173,-1.090401,2
HG03085,3.11548,-1.755199,2
HG03099,2.6123,-0.835787,2
HG03109,-0.529787,0.573642,2
HG03169,1.03236,-1.902936,2
HG03199,-0.276411,-1.327974,2
HG03224,0.784379,-0.702862,2
HG03265,0.43168,-0.136311,2
HG03270,2.53337,0.781307,2
HG03291,-1.80021,-2.030545,2
HG03342,1.09796,1.103889,2
HG03351,3.76848,-1.32508,2
HG03369,2.13822,1.052084,2
HG03380,3.75177,-1.680808,2
HG03385,2.59146,0.487741,2
HG03388,-0.308517,-0.398786,2
HG03394,0.185061,-1.962489,2
HG03436,0.528082,-1.543957,2
HG03455,3.21617,-2.057085,2
HG03457,3.50673,-2.177311,2
HG03458,4.20959,0.947524,2
HG03485,2.78707,-0.885718,2
HG03521,0.879716,-0.291418,2
HG03563,-0.941571,-0.911664,2
NA18486,1.36337,-0.004767,2
NA18498,1.6112,-1.214281,2
NA18505,0.142816,-2.253145,2
NA18861,-2.73638,0.876944,2
NA18867,-1.88418,0.557024,2
NA18874,2.02806,1.537944,2
NA18881,2.47986,-0.733204,2
NA18915,0.03415,-0.820489,2
NA18916,0.830798,0.058508,2
NA19017,-0.493755,-1.49726,2
NA19019,0.881535,-0.616949,2
NA19020,4.70749,-0.390067,2
NA19026,2.52521,-0.443724,2
NA19108,1.48833,-0.728395,2
NA19137,-1.19886,-1.254353,2
NA19144,1.48747,-2.354406,2
NA19149,0.508514,0.087769,2
NA19190,0.806046,-0.233348,2
NA19200,-1.85948,-0.333467,2
NA19207,3.67322,0.270946,2
NA19225,-0.48957,-0.754057,2
NA19257,-1.16419,-2.72814,2
NA19309,3.61889,-0.90758,2
NA19315,-0.077797,0.280244,2
NA19331,1.3315,0.813832,2
NA19379,-0.110211,-1.030404,2
NA19383,0.916254,-0.291946,2
NA19384,-0.949434,-1.510261,2
NA19390,0.472061,-0.072525,2
NA19404,0.513364,0.562437,2
NA19431,0.612728,-2.881015,2
NA19439,-0.628253,-1.815118,2
NA19448,1.98341,-1.02139,2
NA19449,2.8651,-1.56989,2
NA19462,0.079654,-1.209763,2
NA19466,2.03624,-0.302727,2
NA19701,2.85305,-0.602706,2
NA19711,2.51422,0.276559,2
NA19923,1.06348,0.105403,2
NA20291,0.214981,-1.656197,2
NA20294,1.35944,-1.188371,2
NA20340,0.609942,-1.184767,2
NA20342,3.11395,-2.034306,2
NA20355,-1.99751,-0.696704,2
NA20412,1.2589,-0.320979,2
HG01894,-0.499414,-0.344815,3
HG02013,0.078743,-0.374111,3
HG02332,-0.499414,-0.320309,3
HG02343,0.0,0.036186,3
HG02427,0.078743,-1.487966,3
HG02449,0.578157,1.146346,3
HG02455,-0.499414,-0.1359,3
HG02471,-0.420671,0.910591,3
HG02496,0.078743,0.000125,3
HG02497,-0.499414,-1.289882,3
HG02549,-0.499414,1.365548,3
HG02557,0.078743,1.593384,3
HG02558,-0.499414,-0.64283,3
HG02568,0.0,0.65601,3
HG02570,0.578157,-0.833219,3
HG02611,-0.499414,0.323144,3
HG02628,0.578157,1.170407,3
HG02678,1.15631,1.434677,3
HG02703,-0.998828,-0.157413,3
HG02760,0.078743,-0.312048,3
HG02804,-0.499414,0.510374,3
HG02810,0.0,-0.842322,3
HG02814,-0.499414,-2.041428,3
HG02851,-0.499414,-0.195946,3
HG02882,0.078743,-0.580009,3
HG02884,0.578157,2.35796,3
HG02891,0.578157,1.610597,3
HG02895,0.0,0.296975,3
HG02922,-0.499414,0.211774,3
HG02923,0.578157,0.881819,3
HG02943,-0.499414,-0.259329,3
HG02944,-0.499414,-0.741199,3
HG02971,1.15631,1.798105,3
HG02981,0.078743,1.557532,3
HG03025,-0.499414,0.388493,3
HG03039,0.0,-0.52315,3
HG03040,0.578157,-1.217074,3
HG03046,0.578157,0.565483,3
HG03073,0.578157,-0.842612,3
HG03078,0.578157,1.144059,3
HG03079,0.0,0.99334,3
HG03085,-0.998828,-0.327823,3
HG03099,0.578157,1.651575,3
HG03109,-0.499414,-1.241783,3
HG03169,-0.499414,0.212265,3
HG03199,0.578157,1.05215,3
HG03224,0.578157,-1.219493,3
HG03265,0.0,1.14061,3
HG03270,-0.499414,-2.164816,3
HG03291,-0.499414,-0.862155,3
HG03342,-0.499414,-1.017923,3
HG03351,0.0,0.769081,3
HG03369,-0.998828,-0.633087,3
HG03380,-0.499414,0.192481,3
HG03385,0.578157,1.192324,3
HG03388,-0.499414,0.270939,3
HG03394,0.0,0.076266,3
HG03436,0.578157,0.099195,3
HG03455,0.578157,-0.225061,3
HG03457,0.078743,-0.037979,3
HG03458,0.0,-0.562385,3
HG03485,0.078743,-0.782717,3
HG03521,0.578157,0.600024,3
HG03563,0.0,-0.722851,3
NA18486,-0.998828,-0.626834,3
NA18498,-0.998828,-0.088306,3
NA18505,-0.499414,-0.23047,3
NA18861,-0.998828,-1.489945,3
NA18867,0.0,1.23888,3
NA18874,-0.499414,-2.691622,3
NA18881,0.0,0.58015,3
NA18915,-0.499414,-0.819879,3
NA18916,0.078743,-0.018768,3
NA19017,0.078743,-0.747361,3
NA19019,-0.499414,-0.535011,3
NA19020,0.0,0.146526,3
NA19026,0.578157,-0.695989,3
NA19108,0.078743,-0.562161,3
NA19137,0.078743,0.88018,3
NA19144,-0.499414,-0.185225,3
NA19149,0.0,-0.605652,3
NA19190,0.078743,-0.313294,3
NA19200,-0.499414,0.615822,3
NA19207,0.578157,2.398026,3
NA19225,0.0,-0.19725,3
NA19257,0.578157,0.401308,3
NA19309,-0.998828,-2.310519,3
NA19315,-0.499414,-1.47315,3
NA19331,-0.998828,-1.06492,3
NA19379,0.578157,-0.260387,3
NA19383,0.078743,0.250541,3
NA19384,1.15631,1.736512,3
NA19390,0.078743,-0.134884,3
NA19404,-0.998828,-0.793258,3
NA19431,-0.998828,-0.284252,3
NA19439,1.15631,1.911215,3
NA19448,0.578157,-0.545851,3
NA19449,1.15631,0.969333,3
NA19462,0.0,1.002114,3
NA19466,-0.499414,-0.459833,3
NA19701,-0.499414,-0.923294,3
NA19711,-0.499414,-2.332141,3
NA19923,-0.499414,-0.378173,3
NA20291,0.078743,0.628182,3
NA20294,0.078743,-1.383893,3
NA20340,0.6569,1.475705,3
NA20342,0.0,-1.212569,3
NA20355,0.078743,0.732264,3
NA20412,-0.499414,-0.172267,3
HG01894,8.14646,0.11695,4
HG02013,6.21075,0.118539,4
HG02332,-9.22986,0.317694,4
HG02343,5.33793,0.569249,4
HG02427,-8.66309,-1.305148,4
HG02449,-7.58577,0.334995,4
HG02455,-3.8992,1.160183,4
HG02471,-9.67427,1.672036,4
HG02496,-2.11581,0.569996,4
HG02497,-7.04357,-0.424986,4
HG02549,-7.73188,-1.071349,4
HG02557,-7.08354,0.058071,4
HG02558,-12.9739,-0.531732,4
HG02568,-4.21444,-0.803122,4
HG02570,-7.2742,-0.037431,4
HG02611,4.0439,1.729375,4
HG02628,-0.90396,0.715795,4
HG02678,-20.1101,-2.026745,4
HG02703,-10.0108,0.485584,4
HG02760,-3.06167,0.061607,4
HG02804,-4.84795,-1.028986,4
