population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.9,100,1,0.9033806072305215,0.1927758145345815,0.18072181739008836
EUR,-1,0.9,100,2,0.9047469087985806,0.21775765245633952,0.2462933561415887
EUR,-1,0.9,100,3,0.9319137768648059,0.175046612551412,0.28356081834374236
EUR,-1,0.9,100,4,0.9269649009504409,0.287046773382035,0.12128415204784881
EUR,-1,0.9,100,5,0.9150583062724577,0.39096811118969976,0.2835675857604093
EUR,-1,0.9,100,6,0.9229648297542609,0.1468943548086989,0.09001392794978956
EUR,-1,0.9,100,7,0.909012694273156,0.24147301221372555,0.34203256185180964
EUR,-1,0.9,100,8,0.9282137309831208,0.13914947445518072,0.002089017005440902
EUR,-1,0.9,100,9,0.9254477140052644,0.5207243760684684,0.5720233518042631
EUR,-1,0.9,100,10,0.9229491332520173,0.39540058391519717,0.23307052849081245
EUR,-1,0.9,100,11,0.9307460599593641,0.20567712352212625,0.06892684599930851
EUR,-1,0.9,100,12,0.8838018451323505,0.5440932104032867,0.43320132766875985
EUR,-1,0.9,100,13,0.9176891792999011,0.20021262281625507,0.10550618325030238
EUR,-1,0.9,100,14,0.9322707999279011,0.7793393888900721,0.7192031125067541
EUR,-1,0.9,100,15,0.914790817467247,0.24336009046357618,0.1298759156475629
EUR,-1,0.9,100,16,0.9022367303281357,0.3148334383033299,0.3400137725700954
EUR,-1,0.9,100,17,0.9119607283648681,0.32665222286505957,0.10552643496086775
EUR,-1,0.9,100,18,0.9273438082356839,0.25860659445828577,0.1064707017810791
EUR,-1,0.9,100,19,0.8860637771670353,0.6764689556773825,0.6145531092887608
EUR,-1,0.9,100,20,0.9287603966372613,0.44447339051652335,0.2841814800466425
