IID,predict,actual,pheno_num
HG00407,-0.014782,1.060386,1
HG00421,0.0,1.0613,1
HG00436,0.0,0.578178,1
HG00443,-0.3523,-0.051758,1
HG00445,0.0,1.206867,1
HG00451,0.0,0.134741,1
HG00500,0.0,0.924812,1
HG00536,0.463493,0.78091,1
HG00543,0.478954,-0.528949,1
HG00560,0.0,1.595694,1
HG00580,0.463493,0.04584,1
HG00596,0.0,0.013214,1
HG00610,0.463493,0.380929,1
HG00611,0.0,-0.579199,1
HG00619,0.0,-0.689936,1
HG00626,0.0,0.323628,1
HG00672,0.0,0.495478,1
HG00692,-0.815793,-0.740737,1
HG00699,-0.337518,-0.363887,1
HG00867,-0.815793,0.070577,1
HG00978,0.0,-0.519423,1
HG01596,0.0,0.159707,1
HG01798,-0.478275,-0.473428,1
HG01815,-1.15331,-1.034263,1
HG01816,-0.493057,-0.556984,1
HG01817,0.352979,-1.127461,1
HG01847,0.0,-0.883781,1
HG01858,-0.830575,-1.212673,1
HG01865,-0.477596,-1.233245,1
HG02028,0.926986,1.892131,1
HG02060,0.463493,0.374941,1
HG02086,-0.014782,0.471422,1
HG02087,-0.478275,0.407055,1
HG02116,-0.478275,-0.429716,1
HG02166,0.478954,1.28099,1
HG02178,0.0,1.331644,1
HG02187,-0.478275,0.205581,1
HG02353,0.352979,-0.865675,1
HG02367,-0.014782,1.370385,1
HG02373,-0.815793,-0.908477,1
HG02384,-1.29407,-0.351499,1
HG02394,0.0,-0.010133,1
HG02395,-0.125296,-1.449873,1
HG02512,0.463493,1.445951,1
NA18525,0.0,0.258727,1
NA18528,0.0,0.687511,1
NA18530,0.352979,0.133739,1
NA18534,-0.478275,-0.800272,1
NA18539,0.015461,0.673468,1
NA18544,0.816472,-0.274899,1
NA18547,0.352979,0.441744,1
NA18564,0.705958,1.181697,1
NA18572,0.0,1.478671,1
NA18615,-0.478275,-1.434602,1
NA18616,0.125975,0.717443,1
NA18626,0.0,-0.074157,1
NA18635,0.463493,0.920324,1
NA18641,-0.140078,0.795777,1
NA18747,0.352979,-0.395481,1
NA18748,0.0,0.004849,1
NA18939,0.816472,0.051261,1
NA18940,0.0,-0.455497,1
NA18953,0.463493,0.525345,1
NA18957,0.0,0.165389,1
NA18974,-0.014782,-0.070482,1
NA18978,0.338197,-0.054276,1
