population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.5,100,1,0.9314042979304457,0.05888220958595621,0.031429498302797586
EAS,-1,0.5,100,2,0.9000885566231283,0.013292645684174265,0.030595978890398806
EAS,-1,0.5,100,3,0.9191947646776559,0.26345838892991413,0.12756942947172945
EAS,-1,0.5,100,4,0.9108404288568497,0.03362717994478307,0.005835127447260032
EAS,-1,0.5,100,5,0.8672319249090336,0.00799030072662701,0.01763195771728333
EAS,-1,0.5,100,6,0.9012089371418398,0.23663368856200376,0.1736362953334156
EAS,-1,0.5,100,7,0.8932242034392968,0.2510940833222344,0.11275895795808459
EAS,-1,0.5,100,8,0.898856572102488,0.35078983672486985,0.046536457899680694
EAS,-1,0.5,100,9,0.7888060562422251,0.26829049731551363,0.4765294780416683
EAS,-1,0.5,100,10,0.9240435047085922,0.20997847690499924,0.1196278478018924
EAS,-1,0.5,100,11,0.9223513075444701,0.20808843620050538,0.07438994099021241
EAS,-1,0.5,100,12,0.8784467632738403,0.021338563371556,0.0017557625595599256
EAS,-1,0.5,100,13,0.8701466567971933,0.02118332824735078,0.0007467292092136637
EAS,-1,0.5,100,14,0.9082979931378993,0.31901907384134875,0.4658518690312404
EAS,-1,0.5,100,15,0.9250412573885793,0.15670695408859464,0.05740083967299495
EAS,-1,0.5,100,16,0.9177022026900916,0.23026357543562087,0.329163586048606
EAS,-1,0.5,100,17,0.8838718736443518,0.17479556723232573,0.10473571104090042
EAS,-1,0.5,100,18,0.8999128349559982,0.022995156073023326,0.09440074805562645
EAS,-1,0.5,100,19,0.8633838429032892,0.1642721953337647,0.24296770757067754
EAS,-1,0.5,100,20,0.9312646735698457,0.17361990727557597,0.04856597636612282
