population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.3,100,1,0.938659414709828,0.007404156642119027,0.001760385626699692
SAS,-0.25,0.3,100,2,0.928181826600719,0.04461390491286485,0.021377080163073225
SAS,-0.25,0.3,100,3,0.9400305812646614,0.055436243390903646,0.04195565427925931
SAS,-0.25,0.3,100,4,0.9118820145778787,0.026692606081272274,0.022553582338155916
SAS,-0.25,0.3,100,5,0.9043718600142943,0.10704436328168779,0.10020802687903846
SAS,-0.25,0.3,100,6,0.9143259399422347,0.15982132274325184,0.020412101573875106
SAS,-0.25,0.3,100,7,0.9213098737511852,0.06470520666012383,0.17971648243321328
SAS,-0.25,0.3,100,8,0.9114319155324504,0.14063287229619245,0.07616091399352849
SAS,-0.25,0.3,100,9,0.9286508405784454,0.07662930137193254,0.09761887688887906
SAS,-0.25,0.3,100,10,0.929667326136704,0.1188340452962891,0.02884024884707221
SAS,-0.25,0.3,100,11,0.9209192483741993,0.028085271837238523,0.037629290871394896
SAS,-0.25,0.3,100,12,0.9256613115649001,0.12347096699681612,0.03418652758124086
SAS,-0.25,0.3,100,13,0.9211994923673087,0.05414729795112621,0.17763645594229166
SAS,-0.25,0.3,100,14,0.9303599022162191,0.2345013703770319,0.012903052466148588
SAS,-0.25,0.3,100,15,0.9354345931200488,0.04697042086354823,3.5521211037730295e-05
SAS,-0.25,0.3,100,16,0.9275749801207044,0.19803426193917795,0.11149608103651411
SAS,-0.25,0.3,100,17,0.9297901913271357,0.1454200440546811,0.11697346405190902
SAS,-0.25,0.3,100,18,0.9209987225868997,0.04743658205646502,0.0788730919359035
SAS,-0.25,0.3,100,19,0.9173373319251382,0.018902630939400568,0.04682527064017698
SAS,-0.25,0.3,100,20,0.9265652234431887,0.21703797791565305,0.07775146280365958
