population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-1,0.3,10,1,0.9356387010048561,0.13834767263226272,0.023561479449635686
AFR,-1,0.3,10,2,0.9029692734665561,0.017526229510721195,0.07877123674141577
AFR,-1,0.3,10,3,0.9201647193902003,0.452527306098179,0.32187322017882863
AFR,-1,0.3,10,4,0.9062156636684171,0.34881442861734274,0.3308227448999154
AFR,-1,0.3,10,5,0.9236872874129692,0.1624045122960652,0.2021992679171975
AFR,-1,0.3,10,6,0.9345809283636558,0.025288685373306183,0.011053761095090247
AFR,-1,0.3,10,7,0.8927567924049696,0.37660247901546684,0.4367149074695916
AFR,-1,0.3,10,8,0.9381579974095615,0.6090393356403176,0.4056831906926399
AFR,-1,0.3,10,9,0.9165216344548432,0.10919625875115627,0.07822661541056458
AFR,-1,0.3,10,10,0.9137673996657584,0.19218728409103658,0.08771148439920338
AFR,-1,0.3,10,11,0.9392775125207982,0.17449304150462772,0.2514434948728888
AFR,-1,0.3,10,12,0.909398373210008,0.18392403732652482,0.0028143419393840312
AFR,-1,0.3,10,13,0.9248191017517136,0.01676192787636076,0.008243363791770065
AFR,-1,0.3,10,14,0.9215726770697779,0.31255284948778944,0.30368961678906226
AFR,-1,0.3,10,15,0.9304719843657634,0.45063939848781903,0.34865066781513904
AFR,-1,0.3,10,16,0.9349456690494151,0.011729115596167667,0.00015381975112508815
AFR,-1,0.3,10,17,0.883922593590313,0.1018547458393147,0.20116728731049058
AFR,-1,0.3,10,18,0.883989886575367,0.33378159948082925,0.22085324804239836
AFR,-1,0.3,10,19,0.8898185107358421,0.4015238643391531,0.3048916529803846
AFR,-1,0.3,10,20,0.9275220074260926,0.019176111085490895,0.0003066181061447601
