population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.3,250,1,0.9305248165805344,0.0009026292767874532,0.002848516515253843
EAS,-1,0.3,250,2,0.8901489588741925,0.14969754767254467,0.30393923996764166
EAS,-1,0.3,250,3,0.879698051122668,0.07504330547973831,0.117863296821866
EAS,-1,0.3,250,4,0.9100057524513909,0.07595138602907854,0.01640598781174057
EAS,-1,0.3,250,5,0.8267353600596642,0.04474048789605728,0.01162035435790303
EAS,-1,0.3,250,6,0.8516379371035785,0.012050742358820104,0.23717989829048347
EAS,-1,0.3,250,7,0.8584311452318271,0.3028810171470067,0.26147667484014314
EAS,-1,0.3,250,8,0.8679757097475761,0.07162689506882054,0.006507826907821308
EAS,-1,0.3,250,9,0.8533386144302729,0.03835941989906606,0.060599397398084225
EAS,-1,0.3,250,10,0.9316309202181045,0.08383488230381655,0.027637310170591057
EAS,-1,0.3,250,11,0.9188154729174544,0.1574153454469709,0.002677080677473691
EAS,-1,0.3,250,12,0.9182619507561623,0.00752196181805973,0.0007555597149937018
EAS,-1,0.3,250,13,0.8734462591171267,0.13859000581337833,0.17199026402078096
EAS,-1,0.3,250,14,0.8928443456762521,0.17166629383785167,0.07904355347519341
EAS,-1,0.3,250,15,0.8912030118089509,0.00966313368201068,0.0023378309675086122
EAS,-1,0.3,250,16,0.8710391303550207,0.05981929761501709,0.0045658864079330215
EAS,-1,0.3,250,17,0.9294629437245343,0.16484571572139325,0.06660915015405673
EAS,-1,0.3,250,18,0.8789797778872612,0.015346478845425678,0.001246512935554632
EAS,-1,0.3,250,19,0.8876848214661315,0.027004921517874994,0.11981414786987753
EAS,-1,0.3,250,20,0.9109884433089379,0.0989030390891218,0.045106982044539785
