population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.7,1,1,0.9277396947946008,0.023392759637391677,0.0010874818401378958
EUR,-0.25,0.7,1,2,0.9313221504268293,0.6653591905408641,0.43988132770872584
EUR,-0.25,0.7,1,3,0.9169081929091386,0.012266131573258779,0.024561888738361976
EUR,-0.25,0.7,1,4,0.9222110439400776,0.05540022827548077,0.00023032933973580832
EUR,-0.25,0.7,1,5,0.9198189076579812,0.5098817243139526,0.5449660096377784
EUR,-0.25,0.7,1,6,0.9075223244027288,0.6480591949798048,0.569071128190682
EUR,-0.25,0.7,1,7,0.9300362502083164,0.5468123221088923,0.5518942602383563
EUR,-0.25,0.7,1,8,0.9195593029258724,0.002538308977992808,0.010480239995126133
EUR,-0.25,0.7,1,9,0.9317395922331608,0.6212614546151718,0.5975664857776214
EUR,-0.25,0.7,1,10,0.8956934526842043,0.26717364625120316,0.4583561819135644
EUR,-0.25,0.7,1,11,0.9154044053256042,0.03921498735139233,0.026094067978606538
EUR,-0.25,0.7,1,12,0.9014497476318459,0.621000633315175,0.6829417652090084
EUR,-0.25,0.7,1,13,0.9309319174254289,0.8394696846116056,0.6912095774200467
EUR,-0.25,0.7,1,14,0.9191049021812384,0.024779071492599333,0.00022372303007942758
EUR,-0.25,0.7,1,15,0.9273013718689753,0.7945219028816051,0.8276241773807969
EUR,-0.25,0.7,1,16,0.917774800877328,0.5372251194888328,0.2983391813941734
EUR,-0.25,0.7,1,17,0.9269033994217132,0.5917890346831929,0.6050357436291192
EUR,-0.25,0.7,1,18,0.9249414030806141,0.6391588400985277,0.36805980571978286
EUR,-0.25,0.7,1,19,0.9286482657454087,0.6277567691173515,0.5999668076269159
EUR,-0.25,0.7,1,20,0.9006427109253994,0.4700850605637285,0.6088002903459356
